index,사망수,부상자수,재산피해금액,출동소요시간,화재진압시간,시군구명,읍면동명,경도,위도,현장소방서거리,현장안전센터거리,시간단위기온,시간단위강수량,시간단위풍속,시간단위풍향,시간단위습도,시간단위적설량,시간단위가시거리,계절,시간대,화재발생일시,주말여부
23315,0,0,50,421,11702,구로구,구로동,126.8758612,37.5042352,2.0,1.0,-8.3,,1.8,250.0,66.0,,2000,겨울,밤,2021-01-01 00:00:00,평일
23320,0,0,100,447,0,동대문구,이문동,127.0622822,37.6019984,5.0,3.0,-0.2,,3.0,250.0,56.0,,2000,겨울,낮,2021-01-01 13:16:00,평일
23321,0,2,661,514,2249,서초구,우면동,127.0274396,37.4641175,8.0,3.0,-0.2,,3.0,250.0,56.0,,2000,겨울,낮,2021-01-01 13:43:00,평일
23322,0,0,498,427,1256,성북구,장위동,127.0415366,37.6138022,4.0,2.0,-0.2,,3.8,270.0,58.0,,2000,겨울,낮,2021-01-01 16:17:00,평일
23341,0,0,29,427,312,강서구,가양동,126.8514494,37.5689162,3.0,3.0,-1.7,,3.4,290.0,34.0,,2000,겨울,낮,2021-01-02 16:04:00,평일
23350,0,0,6304,500,2700,은평구,불광동,126.9259428,37.6271533,2.0,2.0,-8.7,,0.9,230.0,58.0,,2000,겨울,낮,2021-01-03 08:32:00,평일
23354,0,0,23,431,0,관악구,신림동,126.9288823,37.4838299,4.0,2.0,-2.6,,1.9,270.0,36.0,,2000,겨울,낮,2021-01-03 17:31:00,평일
23355,0,0,3965,436,2440,노원구,공릉동,127.0854336,37.6255265,3.0,1.0,-3.6,,2.1,270.0,40.0,,2000,겨울,낮,2021-01-03 18:15:00,평일
23358,0,0,50,423,414,송파구,송파동,127.1108579,37.5093046,4.0,3.0,-6.2,,0.5,290.0,48.0,,2000,겨울,밤,2021-01-04 00:09:00,평일
23362,0,0,173,436,329,서대문구,홍제동,126.9415212,37.5905356,3.0,1.0,-7.4,,1.3,20.0,56.0,,2000,겨울,밤,2021-01-04 04:18:00,평일
23366,0,0,4,521,2027,강남구,대치동,127.0546219,37.5002033,3.0,3.0,-8.3,,2.4,50.0,51.0,,2000,겨울,낮,2021-01-04 07:42:00,평일
23370,0,0,438,431,631,중랑구,상봉동,127.0933899,37.6039653,2.0,2.0,-7.6,,2.5,50.0,48.0,,2000,겨울,낮,2021-01-04 09:15:00,평일
23381,0,0,11,500,0,성동구,홍익동,127.0352215,37.5655242,3.0,1.0,-0.5,,2.3,90.0,57.0,,2000,겨울,밤,2021-01-04 21:13:00,평일
23385,0,0,1877,442,706,강남구,신사동,127.0214621,37.5226738,6.0,2.0,-2.7,,2.2,290.0,78.0,0.0,1564,겨울,밤,2021-01-05 04:57:00,평일
23389,0,0,6028,500,0,구로구,개봉동,126.8550193,37.489814,2.0,2.0,-4.6,,4.4,290.0,36.0,0.0,2000,겨울,낮,2021-01-05 11:23:00,평일
23392,0,0,48,420,900,송파구,잠실동,127.0817447,37.5085557,6.0,3.0,-4.1,,4.8,290.0,34.0,,2000,겨울,낮,2021-01-05 13:19:00,평일
23422,0,0,60,455,3355,금천구,독산동,126.9041166,37.4730972,7.0,1.0,-13.8,,,,45.0,1.4,2000,겨울,낮,2021-01-07 12:23:00,평일
23426,0,0,635,426,0,강남구,도곡동,127.0439503,37.4923051,4.0,1.0,-12.3,,4.6,290.0,37.0,1.1,2000,겨울,낮,2021-01-07 16:06:00,평일
23427,0,0,2658,905,800,광진구,군자동,127.0709028,37.5530078,2.0,2.0,-12.3,,4.6,290.0,37.0,1.1,2000,겨울,낮,2021-01-07 16:32:00,평일
23429,0,0,2016,530,1930,광진구,화양동,127.0663719,37.5445572,2.0,2.0,-13.7,,1.6,340.0,45.0,1.1,2000,겨울,낮,2021-01-07 18:46:00,평일
23435,0,0,27,452,0,구로구,구로동,126.8821874,37.4898436,3.0,1.0,-17.5,,3.0,270.0,47.0,1.1,1745,겨울,밤,2021-01-08 04:27:00,평일
23436,0,0,189,430,1029,서대문구,남가좌동,126.9245569,37.5778588,2.0,1.0,-17.8,,2.9,270.0,47.0,1.1,1761,겨울,밤,2021-01-08 05:27:00,평일
23440,0,0,150,424,711,성동구,용답동,127.0518255,37.5649067,4.0,3.0,-14.5,,2.3,290.0,38.0,1.1,2000,겨울,낮,2021-01-08 11:07:00,평일
23442,0,0,132,730,30,관악구,남현동,126.9803297,37.4723302,4.0,4.0,-13.4,,3.2,290.0,37.0,1.1,2000,겨울,낮,2021-01-08 12:00:00,평일
23452,0,0,17,452,50,양천구,목동,126.864408,37.5483911,3.0,2.0,-13.1,,3.4,270.0,42.0,1.0,2000,겨울,밤,2021-01-08 19:26:00,평일
23459,0,0,170,527,259,양천구,신정동,126.8748795,37.5185092,2.0,2.0,-14.8,,2.6,320.0,42.0,1.0,2000,겨울,밤,2021-01-09 03:24:00,평일
23467,0,0,228,500,700,은평구,응암동,126.9198716,37.5980833,4.0,2.0,-12.5,,1.0,70.0,45.0,0.9,2000,겨울,낮,2021-01-09 10:59:00,평일
23469,0,0,315,436,509,구로구,가리봉동,126.8843114,37.4840937,3.0,2.0,-11.0,,3.3,270.0,37.0,0.9,2000,겨울,낮,2021-01-09 11:14:00,평일
23475,0,0,70,715,0,서대문구,홍은동,126.9282714,37.5804929,1.0,1.0,-8.7,,5.8,270.0,38.0,0.8,2000,겨울,낮,2021-01-09 14:47:00,평일
23477,0,0,31,425,3,금천구,가산동,126.8842587,37.4833288,2.0,3.0,-8.2,,3.4,270.0,38.0,0.7,2000,겨울,낮,2021-01-09 15:12:00,평일
23483,0,0,1,449,0,노원구,공릉동,127.0779017,37.6268837,2.0,1.0,-9.7,,3.1,270.0,43.0,0.7,2000,겨울,낮,2021-01-09 18:14:00,평일
23518,0,0,11,459,1506,중랑구,면목동,127.0924928,37.5837062,4.0,2.0,-5.0,,2.7,50.0,58.0,0.4,1959,겨울,낮,2021-01-11 13:07:00,평일
23524,0,0,466,455,0,구로구,구로동,126.8761642,37.5055849,2.0,1.0,-5.1,,2.1,50.0,53.0,0.3,2000,겨울,낮,2021-01-11 18:26:00,평일
23526,0,0,228,500,0,은평구,녹번동,126.9372931,37.6053217,5.0,2.0,-5.4,,1.3,320.0,54.0,0.3,2000,겨울,밤,2021-01-11 19:15:00,평일
23531,0,0,100,443,236,금천구,독산동,126.8867799,37.4573039,5.0,2.0,-7.5,,2.0,50.0,68.0,0.3,1818,겨울,밤,2021-01-12 02:45:00,평일
23532,1,3,24660,518,4242,동작구,상도동,126.9497871,37.5071756,3.0,1.0,-8.2,,2.4,20.0,71.0,0.3,1525,겨울,밤,2021-01-12 03:00:00,평일
23534,0,0,2812,432,2247,강남구,대치동,127.0628026,37.4958276,4.0,4.0,-9.1,,2.8,50.0,78.0,0.3,1310,겨울,낮,2021-01-12 08:38:00,평일
23548,0,0,102,427,500,강북구,수유동,127.0275636,37.6418206,2.0,2.0,-1.2,,2.2,20.0,93.0,5.1,164,겨울,밤,2021-01-12 20:11:00,평일
23550,0,0,86,443,900,송파구,석촌동,127.1105385,37.5003422,6.0,2.0,-1.5,,1.6,50.0,92.0,5.1,196,겨울,밤,2021-01-12 22:55:00,평일
23559,0,0,13,457,113,구로구,개봉동,126.8530182,37.485132,3.0,3.0,7.3,,3.3,200.0,66.0,,1458,겨울,낮,2021-01-13 14:10:00,평일
23569,1,0,24536,617,13035,노원구,상계동,127.0767184,37.6721768,5.0,2.0,-2.4,,1.6,250.0,63.0,,2000,겨울,밤,2021-01-14 05:56:00,평일
23577,0,0,2975,435,1918,성동구,하왕십리동,127.0283927,37.5640157,2.0,1.0,6.8,,2.4,70.0,29.0,,2000,겨울,낮,2021-01-14 15:42:00,평일
23578,0,0,167,430,3521,마포구,상암동,126.8814537,37.5801715,9.0,0.0,5.9,,2.4,50.0,33.0,,2000,겨울,낮,2021-01-14 17:09:00,평일
23579,0,0,421,431,1034,마포구,서교동,126.9181196,37.5570591,2.0,2.0,4.5,,2.4,50.0,37.0,,2000,겨울,낮,2021-01-14 18:57:00,평일
23582,0,0,165,726,0,구로구,고척동,126.8657482,37.504648,1.0,1.0,2.8,,1.7,50.0,42.0,,2000,겨울,밤,2021-01-14 23:15:00,평일
23586,1,1,121,517,938,성북구,길음동,127.0276232,37.6117347,2.0,2.0,3.7,,2.5,50.0,47.0,,2000,겨울,낮,2021-01-15 06:23:00,평일
23590,0,0,301,443,957,강서구,화곡동,126.8485061,37.5509858,2.0,1.0,-0.7,,2.8,270.0,74.0,,1087,겨울,밤,2021-01-16 00:34:00,평일
23600,0,0,72319,500,1900,은평구,응암동,126.9186022,37.5863191,6.0,3.0,-6.4,,2.9,290.0,45.0,,2000,겨울,밤,2021-01-16 21:28:00,평일
23607,0,0,35,450,0,은평구,대조동,126.9224108,37.6089464,3.0,3.0,-1.8,,3.1,200.0,44.0,,2000,겨울,낮,2021-01-17 16:38:00,평일
23610,0,0,132,456,1827,강서구,방화동,126.8030107,37.565066,7.0,1.0,-2.8,0.0,1.8,180.0,74.0,0.1,779,겨울,밤,2021-01-17 21:21:00,평일
23616,0,0,5368,455,1940,구로구,구로동,126.8979296,37.4798314,6.0,2.0,-3.6,,1.5,250.0,81.0,0.1,2000,겨울,밤,2021-01-18 01:17:00,평일
23617,0,0,70,532,300,양천구,신월동,126.8322551,37.5417041,6.0,2.0,-3.4,0.0,0.5,270.0,76.0,0.1,2000,겨울,밤,2021-01-18 03:46:00,평일
23620,0,0,60,429,31,강남구,신사동,127.0267017,37.5254343,5.0,2.0,-0.2,,2.7,270.0,80.0,,1503,겨울,낮,2021-01-18 13:53:00,평일
23621,0,0,330,600,0,서초구,방배동,126.9827053,37.4865041,2.0,2.0,-0.2,,2.7,270.0,80.0,,1503,겨울,낮,2021-01-18 13:56:00,평일
23625,0,1,463,433,1100,용산구,원효로3가,126.9565915,37.5341612,2.0,1.0,-3.9,,7.4,290.0,35.0,,2000,겨울,낮,2021-01-18 18:20:00,평일
23640,0,0,482,457,140,광진구,자양동,127.0685218,37.5395928,2.0,2.0,-6.2,,2.0,50.0,43.0,,2000,겨울,낮,2021-01-19 11:19:00,평일
23643,0,0,90,426,900,영등포구,신길동,126.9056765,37.5068094,3.0,3.0,-1.5,,1.6,200.0,24.0,,2000,겨울,낮,2021-01-19 14:42:00,평일
23655,0,0,50,443,657,강남구,대치동,127.0562554,37.4992396,2.0,2.0,-5.9,,4.1,70.0,47.0,,2000,겨울,낮,2021-01-20 08:30:00,평일
23657,0,0,874,437,4937,강남구,역삼동,127.0273311,37.5026505,4.0,2.0,1.5,,3.1,70.0,32.0,,2000,겨울,낮,2021-01-20 12:22:00,평일
23658,0,0,325,427,400,관악구,봉천동,126.9611545,37.4783337,2.0,2.0,3.4,,2.9,90.0,29.0,,2000,겨울,낮,2021-01-20 13:25:00,평일
23661,0,0,13037,448,1801,마포구,공덕동,126.9564329,37.5477454,3.0,0.0,5.9,,2.4,50.0,26.0,,2000,겨울,낮,2021-01-20 17:04:00,평일
23662,0,0,118134,438,13231,강남구,역삼동,127.0386458,37.50666,3.0,2.0,4.1,,2.5,50.0,30.0,,2000,겨울,낮,2021-01-20 18:39:00,평일
23663,0,0,136,539,0,동작구,대방동,126.9239775,37.5063454,2.0,2.0,4.1,,2.5,50.0,30.0,,2000,겨울,낮,2021-01-20 18:40:00,평일
23667,0,0,178,430,800,마포구,공덕동,126.9523987,37.5502745,3.0,1.0,1.5,,2.3,50.0,41.0,,2000,겨울,밤,2021-01-20 22:23:00,평일
23670,0,0,243,641,348,서대문구,홍은동,126.9421813,37.594612,3.0,1.0,2.5,,2.7,50.0,39.0,,2000,겨울,밤,2021-01-21 00:04:00,평일
23682,0,0,300,456,0,성동구,성수동1가,127.0470234,37.5510496,1.0,1.0,5.3,,2.5,50.0,79.0,,463,겨울,낮,2021-01-21 16:53:00,평일
23683,1,0,464,454,200,성북구,정릉동,126.9980059,37.6065349,5.0,2.0,4.8,,1.8,50.0,87.0,,424,겨울,낮,2021-01-21 17:59:00,평일
23684,0,0,15,430,0,마포구,망원동,126.902382,37.5558956,4.0,2.0,4.6,4.0,2.1,50.0,91.0,,326,겨울,낮,2021-01-21 18:08:00,평일
23693,0,0,50,455,0,금천구,시흥동,126.9063288,37.4535289,7.0,1.0,4.9,0.9,1.9,50.0,96.0,,296,겨울,밤,2021-01-22 00:02:00,평일
23695,0,0,118,428,1057,강서구,화곡동,126.8505229,37.5547778,4.0,1.0,5.1,,1.0,340.0,95.0,,292,겨울,밤,2021-01-22 05:20:00,평일
23696,0,0,1210,447,2414,동작구,동작동,126.9685331,37.5063461,7.0,2.0,4.9,,1.9,70.0,96.0,,66,겨울,낮,2021-01-22 08:19:00,평일
23703,0,0,16,454,659,강남구,대치동,127.0674569,37.4977359,3.0,3.0,5.9,,2.6,50.0,91.0,,437,겨울,낮,2021-01-22 18:23:00,평일
23707,0,0,0,456,933,서대문구,대현동,126.9438639,37.5573394,4.0,2.0,5.3,,2.9,70.0,92.0,,1091,겨울,밤,2021-01-23 01:43:00,평일
23709,0,0,0,440,400,성동구,마장동,127.0429854,37.5670079,2.0,2.0,5.2,,4.1,50.0,80.0,,2000,겨울,낮,2021-01-23 06:19:00,평일
23732,0,0,8,725,942,관악구,신림동,126.9197444,37.4580121,6.0,2.0,10.9,,0.5,90.0,44.0,,2000,겨울,밤,2021-01-25 19:41:00,평일
23736,0,0,375,500,3200,서초구,서초동,127.0202582,37.4944667,4.0,3.0,6.5,,1.9,50.0,67.0,,2000,겨울,밤,2021-01-26 04:00:00,평일
23737,0,0,5979,600,3300,서초구,내곡동,127.0732583,37.4595593,12.0,5.0,6.5,,1.9,50.0,67.0,,2000,겨울,밤,2021-01-26 04:03:00,평일
23742,0,0,0,605,3147,서대문구,북가좌동,126.9191075,37.5825168,3.0,1.0,5.4,,2.7,270.0,95.0,,148,겨울,낮,2021-01-26 17:31:00,평일
23743,0,0,72,617,0,동작구,신대방동,126.928999,37.495744,2.0,2.0,5.4,,2.7,270.0,95.0,,148,겨울,낮,2021-01-26 17:45:00,평일
23744,0,0,21456,557,2536,성동구,송정동,127.0573097,37.5526673,3.0,3.0,5.2,0.4,3.2,290.0,94.0,,779,겨울,낮,2021-01-26 18:25:00,평일
23747,0,0,303,754,856,광진구,자양동,127.075698,37.5294343,3.0,3.0,4.7,,2.6,270.0,88.0,,1225,겨울,밤,2021-01-26 19:09:00,평일
23748,0,0,260,438,5136,서대문구,창천동,126.9377066,37.5567384,3.0,1.0,3.8,,3.1,290.0,82.0,,1551,겨울,밤,2021-01-26 21:13:00,평일
23750,0,0,18008,459,2521,노원구,상계동,127.0582105,37.6530655,3.0,2.0,-1.8,,2.0,270.0,67.0,,2000,겨울,낮,2021-01-27 08:09:00,평일
23752,0,0,1926,506,1305,종로구,행촌동,126.9602623,37.573016,3.0,2.0,3.9,,2.9,270.0,30.0,,2000,겨울,낮,2021-01-27 12:51:00,평일
23764,0,2,4000,735,3341,용산구,신창동,126.9549158,37.5371001,3.0,2.0,-0.3,,2.0,20.0,56.0,,2000,겨울,낮,2021-01-28 08:32:00,평일
23766,0,0,59,500,1600,관악구,신림동,126.9334415,37.4715917,3.0,3.0,0.3,,4.0,200.0,93.0,3.6,468,겨울,낮,2021-01-28 11:09:00,평일
23767,0,0,241,858,252,강남구,역삼동,127.0309479,37.4969754,4.0,4.0,0.0,,4.3,270.0,44.0,1.0,2000,겨울,낮,2021-01-28 15:44:00,평일
23768,0,0,3567,458,1745,강남구,역삼동,127.0456117,37.5058449,2.0,1.0,-1.3,,5.4,270.0,41.0,0.8,2000,겨울,낮,2021-01-28 16:03:00,평일
23777,0,0,248,440,600,은평구,갈현동,126.9147456,37.6176437,1.0,1.0,-6.8,,5.3,270.0,53.0,0.8,2000,겨울,밤,2021-01-28 20:49:00,평일
23799,0,0,283,1002,0,중구,남대문로5가,126.9760048,37.5536784,5.0,5.0,-6.4,,3.2,50.0,52.0,,2000,겨울,밤,2021-01-30 03:02:00,평일
23800,0,0,11,437,14,서대문구,홍제동,126.9456213,37.5899256,2.0,2.0,-6.4,,3.2,50.0,52.0,,2000,겨울,밤,2021-01-30 03:26:00,평일
23802,0,0,182,444,426,관악구,신림동,126.9261553,37.485066,4.0,1.0,-6.1,,2.8,70.0,51.0,,2000,겨울,밤,2021-01-30 04:19:00,평일
23803,0,0,166,451,1900,구로구,오류동,126.8434049,37.4924496,3.0,2.0,-5.9,,2.4,70.0,51.0,,2000,겨울,밤,2021-01-30 05:40:00,평일
23807,0,0,346,441,19,양천구,신정동,126.8719683,37.5144945,2.0,2.0,-3.4,,1.9,70.0,79.0,0.6,2000,겨울,낮,2021-01-30 11:31:00,평일
23815,0,0,11,420,355,서대문구,홍제동,126.9460033,37.590298,3.0,1.0,1.6,,1.7,270.0,51.0,,2000,겨울,밤,2021-01-30 19:28:00,평일
23818,0,0,22,447,121,양천구,신정동,126.8592162,37.5271012,2.0,2.0,-2.9,,1.6,70.0,72.0,,1983,겨울,밤,2021-01-31 03:26:00,평일
23819,0,0,1106,459,3052,종로구,구기동,126.9614008,37.6089958,6.0,2.0,-3.2,,1.7,70.0,71.0,,2000,겨울,밤,2021-01-31 04:01:00,평일
23822,0,0,376,450,0,영등포구,당산동5가,126.902883,37.5328749,2.0,1.0,-1.8,,3.1,70.0,67.0,,2000,겨울,낮,2021-01-31 09:52:00,평일
23825,0,0,12,505,0,종로구,숭인동,127.0170758,37.5754913,4.0,1.0,8.4,,1.8,70.0,37.0,,2000,겨울,낮,2021-01-31 15:50:00,평일
23827,0,0,126,435,614,관악구,신림동,126.9226498,37.4839214,4.0,1.0,8.3,,2.0,50.0,42.0,,2000,겨울,낮,2021-01-31 17:30:00,평일
23837,0,0,2025,515,300,구로구,구로동,126.8769334,37.4902915,2.0,2.0,5.7,,1.2,20.0,84.0,,1520,겨울,밤,2021-02-01 04:07:00,평일
23841,0,0,8,2055,10000,관악구,봉천동,126.952565,37.4835534,2.0,2.0,3.8,,5.3,290.0,53.0,,1487,겨울,밤,2021-02-01 20:07:00,평일
23843,0,0,4457,454,11336,양천구,목동,126.8676474,37.5262074,1.0,1.0,-3.8,,4.4,270.0,42.0,,2000,겨울,밤,2021-02-02 02:42:00,평일
23851,0,0,58,440,300,동작구,신대방동,126.9086145,37.4895873,3.0,3.0,-4.4,,3.1,250.0,55.0,,2000,겨울,밤,2021-02-02 19:28:00,평일
23865,0,0,454,615,1646,서초구,서초동,127.0168996,37.4926605,4.0,2.0,1.2,,4.2,200.0,47.0,,2000,겨울,낮,2021-02-03 14:49:00,평일
23869,0,0,11,455,300,서초구,서초동,127.02214,37.4997703,3.0,3.0,-0.1,,2.2,180.0,74.0,0.0,2000,겨울,밤,2021-02-03 19:18:00,평일
23871,0,0,36,650,30,관악구,신림동,126.9238101,37.4676321,6.0,2.0,-0.5,,3.2,180.0,92.0,2.0,369,겨울,밤,2021-02-03 22:05:00,평일
23872,0,0,56,536,731,성동구,옥수동,127.0105712,37.5404329,6.0,3.0,-7.3,,3.5,270.0,53.0,3.9,2000,겨울,낮,2021-02-04 08:44:00,평일
23873,0,0,67,541,200,동작구,신대방동,126.9102831,37.487676,1.0,1.0,-5.7,,2.4,290.0,47.0,3.5,2000,겨울,낮,2021-02-04 10:56:00,평일
23874,0,0,71,452,0,금천구,독산동,126.8866222,37.4573974,6.0,3.0,-3.8,,1.5,180.0,42.0,3.3,2000,겨울,낮,2021-02-04 11:02:00,평일
23875,0,0,9249,456,1204,양천구,목동,126.8699593,37.5388853,2.0,2.0,0.5,,2.7,250.0,30.0,1.6,2000,겨울,낮,2021-02-04 16:12:00,평일
23876,0,0,253,622,214,서대문구,연희동,126.9232612,37.5710775,2.0,2.0,0.1,,1.8,290.0,33.0,1.4,2000,겨울,낮,2021-02-04 17:25:00,평일
23882,0,0,1629,427,3300,서대문구,홍은동,126.9501097,37.6051916,3.0,1.0,-4.1,,1.1,20.0,64.0,1.4,2000,겨울,밤,2021-02-04 23:29:00,평일
23887,0,0,431,456,0,서초구,잠원동,127.0014353,37.5091702,2.0,2.0,5.5,,3.2,200.0,68.0,,2000,겨울,낮,2021-02-05 14:38:00,평일
23890,0,0,110,450,2853,용산구,이촌동,126.9810648,37.5187648,3.0,2.0,4.1,,1.1,250.0,79.0,,2000,겨울,밤,2021-02-05 23:05:00,평일
23891,1,0,2968,423,2249,양천구,신월동,126.8375917,37.5156123,4.0,2.0,4.1,,1.1,250.0,79.0,,2000,겨울,밤,2021-02-05 23:25:00,평일
23892,0,0,449,532,1034,강남구,삼성동,127.0505561,37.5147917,2.0,2.0,4.1,,1.1,250.0,79.0,,2000,겨울,밤,2021-02-05 23:42:00,평일
23895,0,0,20995,449,3315,영등포구,대림동,126.9040559,37.4883998,5.0,2.0,4.5,,1.4,230.0,77.0,,2000,겨울,밤,2021-02-06 02:30:00,평일
23897,0,0,104,458,1350,광진구,구의동,127.0982003,37.5375147,2.0,2.0,5.4,,1.2,360.0,78.0,,1999,겨울,낮,2021-02-06 10:19:00,평일
23898,0,0,465,534,0,금천구,독산동,126.9059326,37.470479,7.0,1.0,9.4,,3.3,180.0,74.0,,594,겨울,낮,2021-02-06 14:53:00,평일
23901,0,0,139,620,700,도봉구,도봉동,127.0300633,37.685121,4.0,3.0,8.5,,3.0,230.0,81.0,,452,겨울,낮,2021-02-06 17:51:00,평일
23902,0,0,35,445,800,은평구,대조동,126.919964,37.6144221,3.0,3.0,7.8,,2.4,230.0,81.0,,423,겨울,낮,2021-02-06 18:23:00,평일
23904,0,0,337,425,1430,마포구,연남동,126.9253835,37.5610533,3.0,2.0,7.3,,2.7,200.0,88.0,,349,겨울,밤,2021-02-07 00:31:00,평일
23907,0,0,26183,436,5232,강남구,삼성동,127.059159,37.5118239,1.0,1.0,7.1,,3.3,250.0,89.0,,322,겨울,밤,2021-02-07 01:23:00,평일
23922,0,0,58,650,0,영등포구,당산동3가,126.8973028,37.5269025,2.0,2.0,-4.7,,3.7,290.0,46.0,,2000,겨울,낮,2021-02-08 09:11:00,평일
23924,0,0,87,453,300,영등포구,당산동3가,126.9014587,37.5252164,1.0,2.0,-3.8,,3.6,290.0,41.0,,2000,겨울,낮,2021-02-08 10:56:00,평일
23928,0,0,6213,459,4647,노원구,상계동,127.0819245,37.6709064,5.0,2.0,-1.5,,4.0,270.0,36.0,,2000,겨울,낮,2021-02-08 18:12:00,평일
23931,0,0,478,641,2300,광진구,자양동,127.0776335,37.529226,3.0,3.0,-2.8,,2.8,270.0,43.0,,2000,겨울,밤,2021-02-08 20:37:00,평일
23938,0,0,12,426,33,강서구,공항동,126.8121771,37.5595525,6.0,2.0,-1.8,,2.4,270.0,50.0,,2000,겨울,낮,2021-02-09 10:40:00,평일
23940,0,0,427,430,725,강서구,마곡동,126.826721,37.5679746,5.0,3.0,-0.3,,2.1,270.0,36.0,,2000,겨울,낮,2021-02-09 11:15:00,평일
23944,0,0,4477,444,1059,강남구,압구정동,127.0359176,37.5297574,4.0,1.0,4.1,,4.1,250.0,31.0,,2000,겨울,낮,2021-02-09 15:01:00,평일
23946,0,0,822,426,359,광진구,중곡동,127.09051,37.5598093,3.0,1.0,3.8,,3.4,250.0,40.0,,2000,겨울,낮,2021-02-09 17:39:00,평일
23950,0,1,93,456,30,서초구,서초동,127.0176023,37.4912626,4.0,1.0,1.0,,2.0,250.0,58.0,,2000,겨울,밤,2021-02-09 20:09:00,평일
23952,0,0,11,500,29,중랑구,망우동,127.1029445,37.6037329,2.0,2.0,-0.4,,0.9,250.0,72.0,,2000,겨울,밤,2021-02-10 01:43:00,평일
23955,0,0,0,615,100,서초구,서초동,127.023567,37.5035977,3.0,3.0,-1.4,,1.8,50.0,80.0,,2000,겨울,밤,2021-02-10 04:08:00,평일
23968,0,0,11,423,22,서대문구,홍은동,126.9503442,37.5979598,4.0,0.0,2.0,,1.8,50.0,80.0,,599,겨울,밤,2021-02-12 04:06:00,평일
23971,0,0,0,500,435,성동구,마장동,127.0430452,37.5694829,3.0,2.0,4.5,,1.2,70.0,72.0,,825,겨울,낮,2021-02-12 10:00:00,평일
23972,0,0,298,449,344,노원구,공릉동,127.076754,37.622902,2.0,2.0,12.9,,2.7,250.0,36.0,,1193,겨울,낮,2021-02-12 14:36:00,평일
23980,0,0,228,431,1156,강남구,개포동,127.0595979,37.4852315,5.0,2.0,8.3,,1.4,90.0,50.0,,941,겨울,낮,2021-02-13 11:21:00,평일
23984,0,0,9581,430,2200,노원구,상계동,127.0522297,37.6772904,5.0,1.0,12.8,,0.9,230.0,34.0,,1246,겨울,낮,2021-02-13 13:55:00,평일
23986,0,0,2316,520,1428,강남구,논현동,127.0243862,37.512264,4.0,2.0,14.9,,1.4,200.0,27.0,,1600,겨울,낮,2021-02-13 14:27:00,평일
23996,0,0,310,420,1600,마포구,상암동,126.8928997,37.5755958,5.0,2.0,6.6,,1.2,70.0,51.0,,1502,겨울,밤,2021-02-14 05:07:00,평일
24003,0,0,458,444,234,광진구,광장동,127.1047707,37.5460041,2.0,2.0,11.4,,2.6,270.0,45.0,,788,겨울,낮,2021-02-14 18:41:00,평일
24019,0,0,4,454,59,서대문구,신촌동,126.941932,37.5597969,2.0,2.0,-3.4,,6.0,270.0,55.0,,2000,겨울,밤,2021-02-15 20:47:00,평일
24022,2,0,1504,457,1703,광진구,중곡동,127.0943782,37.5585955,3.0,2.0,-5.3,,3.4,270.0,59.0,,2000,겨울,밤,2021-02-16 01:48:00,평일
24024,0,0,12,420,1,양천구,신월동,126.833758,37.5242432,4.0,2.0,-5.7,,3.0,270.0,62.0,,2000,겨울,밤,2021-02-16 03:21:00,평일
24026,0,0,14901,430,2638,구로구,구로동,126.8879949,37.4890276,4.0,1.0,-5.7,,2.6,270.0,64.0,,2000,겨울,낮,2021-02-16 08:10:00,평일
24028,0,0,202,427,734,광진구,화양동,127.0707563,37.5406998,2.0,2.0,-5.3,,1.7,270.0,73.0,,691,겨울,낮,2021-02-16 10:25:00,평일
24031,0,0,983,716,1108,서초구,원지동,127.0550355,37.4461281,11.0,5.0,-4.3,,2.7,250.0,79.0,1.1,1348,겨울,낮,2021-02-16 14:30:00,평일
24035,0,0,107,555,207,동작구,신대방동,126.9098745,37.4922807,1.0,1.0,-2.9,,3.1,270.0,38.0,0.9,2000,겨울,낮,2021-02-16 18:26:00,평일
24038,0,0,478,519,707,강남구,대치동,127.0575108,37.4980752,4.0,2.0,-7.5,,4.3,290.0,41.0,0.6,2000,겨울,낮,2021-02-17 12:23:00,평일
24039,0,0,83,500,300,성동구,하왕십리동,127.0288929,37.56391,2.0,1.0,-5.5,,5.7,270.0,34.0,0.4,2000,겨울,낮,2021-02-17 15:40:00,평일
24041,0,0,112,603,4,서대문구,창천동,126.9396654,37.5565035,3.0,3.0,-5.4,,5.0,290.0,35.0,0.3,2000,겨울,낮,2021-02-17 16:11:00,평일
24052,0,0,35,451,39,관악구,신림동,126.9286294,37.4771476,3.0,2.0,-9.6,,4.0,270.0,49.0,0.2,2000,겨울,밤,2021-02-18 02:10:00,평일
24053,0,0,9,555,652,용산구,한남동,127.004236,37.5272067,4.0,2.0,-10.0,,3.4,270.0,49.0,0.2,2000,겨울,밤,2021-02-18 03:28:00,평일
24055,0,0,0,459,26,서대문구,창천동,126.938582,37.5591186,2.0,2.0,-10.5,,2.7,270.0,50.0,0.2,2000,겨울,낮,2021-02-18 07:53:00,평일
24060,0,0,14,525,255,서대문구,홍제동,126.9504958,37.5845768,5.0,4.0,-2.6,,4.3,320.0,36.0,,2000,겨울,낮,2021-02-18 14:07:00,평일
24065,0,0,1,549,1313,서대문구,홍은동,126.9398984,37.5959541,3.0,2.0,-3.0,,2.5,270.0,43.0,,2000,겨울,밤,2021-02-18 20:20:00,평일
