index,사망수,부상자수,재산피해금액,출동소요시간,화재진압시간,시군구명,읍면동명,경도,위도,현장소방서거리,현장안전센터거리,시간단위기온,시간단위강수량,시간단위풍속,시간단위풍향,시간단위습도,시간단위적설량,시간단위가시거리,계절,시간대,화재발생일시,주말여부
27702,0,0,165,500,0,은평구,신사동,126.9073911,37.5892066,6.0,3.0,1.0,,3.3,270.0,51.0,,2000,가을,낮,2021-11-23 12:16:00,평일
27713,0,0,3644,547,5200,광진구,자양동,127.0813379,37.5309532,2.0,2.0,-1.1,,1.1,320.0,64.0,,2000,가을,밤,2021-11-24 05:55:00,평일
27714,0,0,2410,420,2021,성북구,동선동2가,127.022124,37.5906172,4.0,1.0,-1.0,,1.0,230.0,60.0,,2000,가을,낮,2021-11-24 06:24:00,평일
27715,0,0,122,455,1015,송파구,방이동,127.1142739,37.5165435,4.0,3.0,-1.1,,1.2,50.0,60.0,,2000,가을,낮,2021-11-24 08:35:00,평일
27717,0,0,266,500,1900,강동구,둔촌동,127.1436249,37.5302875,2.0,2.0,2.9,,1.4,200.0,58.0,,2000,가을,낮,2021-11-24 10:19:00,평일
27728,0,0,4,425,400,송파구,송파동,127.110078,37.5055349,6.0,2.0,6.9,,1.8,250.0,59.0,,2000,가을,밤,2021-11-24 20:43:00,평일
27729,0,0,2780,559,634,중랑구,면목동,127.0896337,37.5787103,6.0,3.0,6.9,,1.8,250.0,59.0,,2000,가을,밤,2021-11-24 20:48:00,평일
27730,0,0,170,433,746,강남구,논현동,127.0284743,37.5147757,4.0,2.0,5.4,,1.4,320.0,74.0,,2000,가을,밤,2021-11-25 05:24:00,평일
27731,0,0,83,458,2701,서대문구,창천동,126.9352273,37.5584578,3.0,3.0,5.4,,1.4,320.0,74.0,,2000,가을,밤,2021-11-25 05:24:00,평일
27732,0,0,50,437,1056,강남구,역삼동,127.0279982,37.5004099,4.0,2.0,4.0,,0.5,340.0,81.0,,2000,가을,낮,2021-11-25 07:16:00,평일
27735,0,1,4727,434,2437,중구,황학동,127.0222356,37.569197,1.0,1.0,7.5,,2.9,290.0,45.0,,2000,가을,낮,2021-11-25 11:57:00,평일
27736,0,0,244,444,1207,강남구,논현동,127.0329835,37.514525,4.0,1.0,9.0,,3.0,270.0,41.0,,2000,가을,낮,2021-11-25 13:04:00,평일
27744,0,0,47,456,519,광진구,중곡동,127.0940574,37.5566411,2.0,2.0,4.6,,2.5,320.0,49.0,,2000,가을,밤,2021-11-25 21:10:00,평일
27746,0,0,11,459,10211,관악구,신림동,126.9396832,37.4754896,3.0,3.0,3.1,,2.7,270.0,49.0,,2000,가을,밤,2021-11-25 23:51:00,평일
27751,0,0,11,500,0,성동구,성수동2가,127.0667996,37.5477126,3.0,1.0,-0.4,,1.8,270.0,59.0,,2000,가을,낮,2021-11-26 07:56:00,평일
27757,0,0,127,451,400,광진구,구의동,127.0933088,37.5385174,2.0,2.0,4.1,,2.1,250.0,68.0,,2000,가을,낮,2021-11-26 18:39:00,평일
27764,0,0,11,430,0,마포구,아현동,126.9618432,37.5563158,3.0,1.0,-1.2,,1.1,360.0,66.0,,2000,가을,낮,2021-11-27 07:26:00,평일
27765,0,0,15,459,900,마포구,성산동,126.8984864,37.5651015,6.0,2.0,4.5,,2.0,50.0,49.0,,2000,가을,낮,2021-11-27 11:48:00,평일
27771,0,0,132,458,1905,강남구,세곡동,127.0921874,37.4672431,9.0,2.0,5.7,,1.9,290.0,45.0,,2000,가을,낮,2021-11-27 18:26:00,평일
27776,0,0,78,420,300,마포구,서교동,126.9226582,37.5505329,2.0,1.0,0.6,,2.0,20.0,66.0,,2000,가을,밤,2021-11-28 02:45:00,평일
27779,0,0,1606,453,1947,동작구,신대방동,126.9064808,37.4881424,2.0,2.0,-0.3,,1.5,50.0,71.0,,2000,가을,밤,2021-11-28 05:14:00,평일
27782,0,0,10710,444,2233,금천구,독산동,126.9079456,37.4793423,7.0,2.0,8.8,,0.8,50.0,42.0,,2000,가을,낮,2021-11-28 12:35:00,평일
27785,0,0,509,459,2230,금천구,시흥동,126.899218,37.447225,8.0,1.0,6.2,,1.3,270.0,50.0,,1994,가을,밤,2021-11-28 20:22:00,평일
27791,0,0,15734,441,4236,송파구,송파동,127.1110827,37.5080606,6.0,2.0,3.8,,2.1,20.0,60.0,,2000,가을,밤,2021-11-29 03:53:00,평일
27794,0,0,109,430,900,송파구,거여동,127.152077,37.4878202,2.0,1.0,4.5,,1.3,70.0,62.0,,1817,가을,낮,2021-11-29 09:28:00,평일
27796,0,0,24,453,616,강남구,역삼동,127.038229,37.4957588,4.0,0.0,9.7,,1.5,70.0,56.0,,1968,가을,낮,2021-11-29 12:54:00,평일
27797,0,0,38,424,920,강남구,역삼동,127.0295743,37.5052791,2.0,4.0,12.6,,0.9,340.0,49.0,,2000,가을,낮,2021-11-29 14:57:00,평일
27801,0,0,22,420,21,서대문구,충정로2가,126.9646557,37.5657406,5.0,1.0,7.7,,3.0,50.0,71.0,,1500,가을,밤,2021-11-30 01:23:00,평일
27802,0,0,7,434,500,양천구,신정동,126.8521461,37.5223159,3.0,0.0,7.5,,2.3,70.0,69.0,,1673,가을,밤,2021-11-30 02:55:00,평일
27821,0,0,5823,441,10632,강서구,화곡동,126.8505516,37.528732,5.0,2.0,0.0,,3.8,290.0,46.0,,2000,겨울,낮,2021-12-01 17:54:00,평일
27825,0,0,60,450,127,동작구,노량진동,126.9410831,37.5063798,4.0,2.0,-2.8,,2.4,270.0,57.0,,2000,겨울,밤,2021-12-01 23:59:00,평일
27826,0,0,88,440,200,성동구,사근동,127.0459669,37.554697,3.0,3.0,-2.9,,1.6,250.0,62.0,,2000,겨울,밤,2021-12-02 01:42:00,평일
27833,0,0,872,450,4000,성동구,성수동2가,127.0607856,37.5422805,3.0,1.0,-3.1,,2.5,50.0,68.0,,2000,겨울,낮,2021-12-02 09:47:00,평일
27836,0,0,0,445,10,금천구,가산동,126.8956034,37.4776604,5.0,1.0,4.7,,2.1,180.0,74.0,,2000,겨울,밤,2021-12-02 19:07:00,평일
27840,0,0,2368,500,2400,강서구,개화동,126.8147065,37.5861188,7.0,3.0,4.4,0.4,2.3,250.0,86.0,,1853,겨울,밤,2021-12-03 03:45:00,평일
27852,0,0,57,430,0,동작구,상도동,126.9368235,37.5044765,3.0,2.0,0.2,,3.4,270.0,48.0,,2000,겨울,밤,2021-12-03 20:53:00,평일
27857,0,0,5488,426,3931,동대문구,제기동,127.039516,37.5833652,5.0,2.0,0.1,,0.7,20.0,58.0,,2000,겨울,낮,2021-12-04 10:54:00,평일
27858,0,0,129,432,19,서대문구,창천동,126.9273951,37.5588739,3.0,3.0,6.8,,2.8,270.0,36.0,,2000,겨울,낮,2021-12-04 15:30:00,평일
27860,0,0,466,1015,108,서대문구,영천동,126.9600414,37.5702552,2.0,2.0,4.9,,2.9,270.0,37.0,,2000,겨울,낮,2021-12-04 17:57:00,평일
27882,0,0,196,502,854,동작구,대방동,126.9302437,37.5110678,2.0,2.0,2.9,,1.4,20.0,56.0,,2000,겨울,밤,2021-12-05 23:39:00,평일
27889,0,0,427,602,628,강동구,둔촌동,127.1421341,37.5317455,3.0,2.0,10.0,,1.8,290.0,50.0,,2000,겨울,낮,2021-12-06 17:24:00,평일
27896,0,0,425,500,800,관악구,봉천동,126.9574813,37.4901869,2.0,2.0,13.0,,1.9,250.0,46.0,,1581,겨울,낮,2021-12-07 15:00:00,평일
27899,0,0,11,442,300,구로구,구로동,126.8896188,37.4895655,3.0,1.0,12.5,,1.5,250.0,47.0,,1465,겨울,낮,2021-12-07 16:33:00,평일
27900,0,0,20380,959,2244,중랑구,면목동,127.0912923,37.5824615,5.0,2.0,8.5,,2.0,20.0,61.0,,2000,겨울,밤,2021-12-07 19:02:00,평일
27908,0,0,0,615,1009,서대문구,홍제동,126.9496213,37.5910481,3.0,1.0,5.6,,1.8,70.0,79.0,,2000,겨울,낮,2021-12-08 10:33:00,평일
27915,0,0,108,443,528,서초구,서초동,127.0286522,37.4938048,4.0,2.0,7.2,,0.3,0.0,63.0,,1769,겨울,밤,2021-12-08 20:06:00,평일
27922,0,0,391,457,51,구로구,구로동,126.9004321,37.4840951,4.0,1.0,9.4,,2.3,70.0,59.0,,2000,겨울,낮,2021-12-09 16:42:00,평일
27928,0,0,924,430,1235,광진구,화양동,127.0750369,37.5447207,1.0,1.0,7.4,,2.2,70.0,75.0,,2000,겨울,낮,2021-12-10 10:59:00,평일
27932,0,0,2,500,1200,중랑구,상봉동,127.0870478,37.5954953,3.0,2.0,6.8,,1.3,290.0,90.0,,972,겨울,밤,2021-12-10 20:21:00,평일
27935,0,0,11,555,1305,관악구,신림동,126.928701,37.4766768,3.0,2.0,4.7,,0.6,250.0,95.0,,417,겨울,낮,2021-12-11 07:54:00,평일
27939,0,1,92,440,520,강북구,미아동,127.0171992,37.625385,3.0,1.0,8.7,,2.0,270.0,70.0,,671,겨울,낮,2021-12-11 13:05:00,평일
27941,0,0,60,434,138,광진구,자양동,127.0774566,37.5332096,2.0,2.0,8.7,,2.0,270.0,70.0,,671,겨울,낮,2021-12-11 13:50:00,평일
27951,0,0,11,621,549,관악구,신림동,126.9339938,37.467353,3.0,3.0,3.5,,3.6,270.0,37.0,,2000,겨울,낮,2021-12-12 15:17:00,평일
27955,0,0,53,455,623,강남구,논현동,127.0258232,37.5073846,4.0,2.0,-1.8,,3.8,290.0,47.0,,2000,겨울,밤,2021-12-12 19:14:00,평일
27960,0,0,11017,440,2120,송파구,삼전동,127.0885478,37.5023839,6.0,1.0,-3.2,,3.4,320.0,49.0,,2000,겨울,밤,2021-12-12 22:31:00,평일
27961,0,0,28,459,319,관악구,봉천동,126.9334678,37.4899143,4.0,2.0,-3.8,,3.0,320.0,49.0,,2000,겨울,밤,2021-12-13 00:14:00,평일
27966,0,0,8596,424,3245,노원구,중계동,127.0800256,37.656664,3.0,2.0,-4.1,,3.0,320.0,49.0,,2000,겨울,밤,2021-12-13 02:58:00,평일
27967,0,0,13,528,147,관악구,신림동,126.9261278,37.4833992,4.0,2.0,-5.0,,3.3,320.0,51.0,,2000,겨울,밤,2021-12-13 04:05:00,평일
27975,0,0,249,458,417,노원구,월계동,127.0576813,37.6306611,2.0,1.0,0.6,,2.0,270.0,34.0,,2000,겨울,낮,2021-12-13 17:35:00,평일
27976,0,0,46,429,144,양천구,신월동,126.8317884,37.5371531,5.0,3.0,-0.8,,1.4,290.0,43.0,,2000,겨울,밤,2021-12-13 19:15:00,평일
27982,0,0,99,431,1210,동대문구,제기동,127.036511,37.5792248,4.0,1.0,0.0,,2.5,50.0,55.0,,2000,겨울,밤,2021-12-14 05:11:00,평일
27993,0,0,37946,646,1717,강남구,논현동,127.0279933,37.5115128,5.0,3.0,6.5,,1.3,180.0,93.0,,699,겨울,낮,2021-12-15 08:18:00,평일
27994,0,0,1,422,1316,종로구,명륜1가,126.997226,37.588233,3.0,2.0,6.5,,1.3,180.0,93.0,,699,겨울,낮,2021-12-15 08:39:00,평일
27996,0,0,416,430,0,강남구,논현동,127.0372078,37.5165832,5.0,4.0,6.5,,1.3,180.0,93.0,,699,겨울,낮,2021-12-15 08:52:00,평일
27998,0,0,11,533,2,종로구,평창동,126.9708137,37.6071732,7.0,2.0,8.0,,1.8,200.0,93.0,,519,겨울,낮,2021-12-15 11:22:00,평일
28007,0,0,367,450,0,송파구,방이동,127.1103266,37.5145063,4.0,3.0,6.1,,1.8,20.0,87.0,,372,겨울,낮,2021-12-16 11:23:00,평일
28018,0,0,1725,459,1208,강서구,등촌동,126.8626245,37.5472965,2.0,2.0,-4.5,,5.9,270.0,49.0,,2000,겨울,낮,2021-12-17 10:26:00,평일
28021,0,0,425,520,3536,영등포구,신길동,126.9192976,37.5024767,2.0,1.0,-4.3,,5.5,270.0,38.0,,2000,겨울,낮,2021-12-17 12:08:00,평일
28024,0,0,291,459,927,강남구,논현동,127.0249002,37.505896,4.0,3.0,-4.9,,6.5,290.0,37.0,,1800,겨울,낮,2021-12-17 15:44:00,평일
28027,0,0,31634,635,10512,중구,정동,126.976527,37.566719,4.0,1.0,-8.5,,4.4,270.0,46.0,,2000,겨울,낮,2021-12-17 18:04:00,평일
28036,0,0,65,433,1700,서대문구,대현동,126.9425294,37.5579659,3.0,3.0,-10.1,,1.3,20.0,46.0,,2000,겨울,밤,2021-12-18 00:49:00,평일
28041,0,0,267,442,0,구로구,가리봉동,126.8914186,37.4795654,5.0,1.0,-10.6,,1.7,20.0,46.0,,2000,겨울,밤,2021-12-18 04:44:00,평일
28044,0,0,50,603,1257,용산구,원효로3가,126.9557501,37.5334914,3.0,1.0,-3.0,,1.5,110.0,34.0,,2000,겨울,낮,2021-12-18 12:23:00,평일
28050,0,0,33,450,850,송파구,잠실동,127.0818552,37.5070987,6.0,2.0,-4.5,,2.2,20.0,91.0,2.3,1563,겨울,밤,2021-12-18 21:17:00,평일
28051,0,0,124,454,3750,영등포구,도림동,126.8996345,37.5068919,2.0,2.0,-2.5,1.2,1.9,230.0,95.0,4.4,126,겨울,밤,2021-12-19 00:13:00,평일
28053,0,0,365,421,519,성동구,마장동,127.038745,37.5699597,3.0,1.0,-2.5,1.2,1.9,230.0,95.0,4.4,126,겨울,밤,2021-12-19 00:47:00,평일
28054,0,0,11,525,1117,서초구,우면동,127.0255271,37.4696691,7.0,3.0,-0.5,,4.3,290.0,99.0,4.6,516,겨울,밤,2021-12-19 01:31:00,평일
28055,0,0,313,640,57,동대문구,용두동,127.0412205,37.5764999,4.0,7.0,-1.9,,2.7,290.0,74.0,4.6,1988,겨울,밤,2021-12-19 02:45:00,평일
28056,0,0,229,445,100,관악구,신림동,126.9366432,37.4729004,2.0,2.0,-2.8,,1.1,270.0,59.0,4.1,2000,겨울,낮,2021-12-19 10:29:00,평일
28057,0,0,3,420,0,은평구,신사동,126.9063087,37.5908177,2.0,7.0,0.6,,2.5,270.0,40.0,3.5,2000,겨울,낮,2021-12-19 12:03:00,평일
28058,0,0,50,427,0,구로구,구로동,126.8908292,37.4924199,3.0,1.0,0.6,,2.5,270.0,40.0,3.5,2000,겨울,낮,2021-12-19 12:28:00,평일
28063,0,0,1648,700,22,용산구,이촌동,126.9788201,37.5186246,3.0,3.0,0.3,,2.1,20.0,72.0,1.9,2000,겨울,밤,2021-12-19 20:55:00,평일
28076,0,0,723,440,400,송파구,문정동,127.1118263,37.4884408,4.0,1.0,10.2,,3.3,230.0,64.0,,1583,겨울,낮,2021-12-20 16:40:00,평일
28083,0,0,11,500,0,마포구,연남동,126.9189308,37.5588886,2.0,2.0,5.4,,0.3,0.0,91.0,,771,겨울,밤,2021-12-21 01:46:00,평일
28086,0,0,22,450,700,중랑구,면목동,127.08894,37.592424,3.0,1.0,5.7,,1.5,250.0,97.0,,449,겨울,낮,2021-12-21 08:49:00,평일
28087,0,0,79,450,500,송파구,장지동,127.1416298,37.4750146,3.0,3.0,6.0,,1.2,200.0,98.0,,478,겨울,낮,2021-12-21 09:06:00,평일
28088,0,0,1530,558,1948,종로구,장사동,126.9925326,37.5690523,1.0,0.0,7.1,,1.3,200.0,96.0,,567,겨울,낮,2021-12-21 10:13:00,평일
28090,0,0,22,421,1839,강서구,마곡동,126.8238772,37.5640246,5.0,2.0,8.1,,3.5,290.0,69.0,,872,겨울,낮,2021-12-21 14:51:00,평일
28091,0,0,2942,430,2230,송파구,가락동,127.1307348,37.4947842,2.0,2.0,8.5,,3.5,290.0,64.0,,1084,겨울,낮,2021-12-21 15:05:00,평일
28110,0,0,3296,421,5848,서대문구,대현동,126.945335,37.5634861,3.0,3.0,6.2,,2.1,270.0,35.0,,2000,겨울,낮,2021-12-22 17:09:00,평일
28127,0,0,1841,503,1237,송파구,장지동,127.1417937,37.4755314,4.0,4.0,1.8,,1.5,50.0,63.0,,2000,겨울,낮,2021-12-24 06:39:00,평일
28132,0,0,11,823,1006,종로구,공평동,126.9841645,37.5708727,1.0,1.0,-1.4,0.1,4.0,270.0,67.0,,2000,겨울,낮,2021-12-24 18:14:00,평일
28133,0,0,10383,428,3438,광진구,자양동,127.0814096,37.5337342,2.0,2.0,-2.8,,3.5,270.0,64.0,,1844,겨울,밤,2021-12-24 19:56:00,평일
28138,0,0,22124,523,2513,강동구,고덕동,127.1525045,37.5617297,7.0,1.0,-10.1,,3.5,290.0,46.0,,2000,겨울,밤,2021-12-25 03:04:00,평일
28141,0,0,385,630,100,관악구,신림동,126.9362267,37.4682228,3.0,3.0,-12.2,,3.5,290.0,42.0,,2000,겨울,낮,2021-12-25 10:35:00,평일
28143,0,0,429,453,3334,종로구,통인동,126.9705653,37.5793235,2.0,1.0,-10.8,,4.2,290.0,38.0,,2000,겨울,낮,2021-12-25 12:08:00,평일
28146,2,0,51539,449,10221,마포구,서교동,126.9208025,37.5531889,2.0,1.0,-10.3,,4.5,290.0,34.0,,2000,겨울,낮,2021-12-25 13:14:00,평일
28149,0,0,241,455,739,영등포구,신길동,126.9080617,37.5069756,2.0,1.0,-13.7,,2.0,360.0,47.0,,2000,겨울,밤,2021-12-25 21:29:00,평일
28162,0,0,2,439,37,종로구,창신동,127.0138697,37.5741095,3.0,1.0,-8.9,,4.4,290.0,32.0,,2000,겨울,낮,2021-12-26 14:06:00,평일
28164,0,0,5,451,31,종로구,평창동,126.9746438,37.611857,7.0,2.0,-7.6,,3.0,290.0,33.0,,2000,겨울,낮,2021-12-26 16:35:00,평일
28169,0,0,34,430,1752,강동구,명일동,127.1449535,37.5495321,4.0,2.0,-10.5,,2.9,270.0,45.0,,2000,겨울,밤,2021-12-26 20:13:00,평일
28180,0,0,475,535,1215,송파구,방이동,127.1191211,37.5132427,6.0,3.0,-11.5,,2.5,360.0,58.0,,2000,겨울,낮,2021-12-27 09:22:00,평일
28185,0,0,70,455,11,구로구,오류동,126.8395454,37.4892355,3.0,2.0,-4.8,,1.3,200.0,40.0,,2000,겨울,낮,2021-12-27 12:40:00,평일
28188,0,0,2962,528,1132,관악구,신림동,126.9123396,37.4826991,5.0,2.0,-4.2,,1.7,230.0,48.0,,2000,겨울,낮,2021-12-27 14:05:00,평일
28195,0,0,66,443,647,강서구,화곡동,126.8385601,37.5444884,4.0,2.0,-4.0,,0.7,70.0,66.0,,2000,겨울,낮,2021-12-27 17:10:00,평일
28199,0,0,183,430,56,동대문구,회기동,127.0504252,37.5903661,5.0,1.0,-6.0,,0.7,340.0,81.0,,1971,겨울,밤,2021-12-27 23:52:00,평일
28200,0,0,50,459,4600,강서구,마곡동,126.8393559,37.5686752,3.0,4.0,-6.3,,2.2,20.0,83.0,,1688,겨울,밤,2021-12-28 00:15:00,평일
28202,0,0,41451,719,1127,영등포구,영등포동7가,126.9087241,37.5254914,2.0,2.0,-8.4,,2.3,50.0,88.0,,1219,겨울,낮,2021-12-28 07:54:00,평일
28208,0,0,2502,439,1801,중랑구,면목동,127.0897907,37.5787038,5.0,2.0,-1.5,,2.1,50.0,59.0,,1795,겨울,낮,2021-12-28 14:05:00,평일
28209,0,0,95,426,1834,강남구,개포동,127.0526385,37.4747469,6.0,1.0,-1.5,,2.1,50.0,59.0,,1795,겨울,낮,2021-12-28 14:09:00,평일
28212,0,0,180,502,2100,노원구,상계동,127.0812428,37.6717518,4.0,2.0,-0.9,,2.5,50.0,59.0,,1822,겨울,낮,2021-12-28 17:22:00,평일
28213,0,0,388,423,421,종로구,무악동,126.9591051,37.5765815,4.0,3.0,-1.1,,2.1,50.0,63.0,,1739,겨울,밤,2021-12-28 20:48:00,평일
28220,0,0,33,450,400,성동구,성수동2가,127.0611341,37.542611,3.0,2.0,-1.0,,2.0,20.0,84.0,0.1,941,겨울,낮,2021-12-29 09:12:00,평일
28222,0,0,55,455,5,구로구,구로동,126.9010547,37.4838074,2.0,0.0,0.2,,1.2,70.0,81.0,0.1,993,겨울,낮,2021-12-29 10:54:00,평일
28226,0,0,307,440,1200,송파구,장지동,127.1287909,37.476932,4.0,4.0,5.1,,4.9,270.0,59.0,,1364,겨울,낮,2021-12-29 14:22:00,평일
28228,0,1,5529,657,4307,관악구,봉천동,126.9589524,37.4858592,2.0,2.0,5.4,,4.7,250.0,58.0,,1344,겨울,낮,2021-12-29 16:41:00,평일
28230,0,0,48,642,700,서초구,서초동,127.0125362,37.4832408,4.0,3.0,3.8,0.0,3.4,270.0,71.0,,867,겨울,낮,2021-12-29 18:45:00,평일
28232,0,0,220,429,1941,노원구,상계동,127.0630014,37.6520567,4.0,4.0,-2.3,,3.5,270.0,65.0,,2000,겨울,밤,2021-12-30 00:58:00,평일
28233,1,0,590,433,11400,동작구,흑석동,126.9549936,37.5042247,7.0,2.0,-5.3,,3.7,270.0,56.0,,2000,겨울,밤,2021-12-30 04:16:00,평일
28234,0,0,948,443,747,강남구,역삼동,127.0332056,37.4993193,3.0,1.0,-6.6,,1.9,270.0,59.0,,2000,겨울,낮,2021-12-30 07:47:00,평일
28236,0,0,929,514,5412,강동구,둔촌동,127.1423861,37.5282976,2.0,2.0,-6.3,,1.5,250.0,56.0,,2000,겨울,낮,2021-12-30 09:26:00,평일
28238,0,0,817,602,537,강남구,도곡동,127.0525895,37.4884227,4.0,2.0,-0.2,,3.3,230.0,38.0,,2000,겨울,낮,2021-12-30 15:45:00,평일
28244,0,0,238,643,22,서대문구,북가좌동,126.9053294,37.5759795,3.0,1.0,-2.5,,4.7,290.0,46.0,,2000,겨울,밤,2021-12-30 19:54:00,평일
28248,0,0,980,428,1344,성북구,정릉동,127.0049102,37.6186457,4.0,3.0,-4.9,,3.7,270.0,48.0,,2000,겨울,밤,2021-12-30 22:49:00,평일
28250,0,0,363,426,218,광진구,자양동,127.0749742,37.531522,3.0,3.0,-5.2,,3.4,270.0,42.0,,2000,겨울,밤,2021-12-30 23:21:00,평일
28253,0,0,507,450,1550,송파구,장지동,127.129913,37.468505,5.0,3.0,-8.4,,3.7,270.0,40.0,,2000,겨울,낮,2021-12-31 09:02:00,평일
28258,0,0,175,429,700,동작구,상도동,126.9316549,37.4933766,3.0,1.0,-4.1,,4.3,270.0,28.0,,2000,겨울,낮,2021-12-31 15:53:00,평일
28261,0,0,80,454,901,서대문구,충정로2가,126.9646035,37.56369,3.0,2.0,-6.4,,2.2,250.0,34.0,,2000,겨울,밤,2021-12-31 19:17:00,평일
28265,0,0,180,423,1434,강서구,화곡동,126.8526222,37.5528753,2.0,3.0,-7.5,,3.0,320.0,37.0,,2000,겨울,밤,2021-12-31 22:41:00,평일
