id,geometry,소방용수_수
1350,"POLYGON ((127.00236628957553 37.53626097948947, 127.00233633853907 37.54076761294138, 127.00799595006993 37.54079132938552, 127.00802556052601 37.53628469209702, 127.00236628957553 37.53626097948947))",30
1351,"POLYGON ((127.00233633853907 37.54076761294138, 127.00230638083082 37.54527424292486, 127.0079663330179 37.54529796320602, 127.00799595006993 37.54079132938552, 127.00233633853907 37.54076761294138))",10
1352,"POLYGON ((127.00230638083082 37.54527424292486, 127.00227641644919 37.549780869439715, 127.00793670936837 37.54980459355838, 127.0079663330179 37.54529796320602, 127.00230638083082 37.54527424292486))",20
1353,"POLYGON ((127.00227641644919 37.549780869439715, 127.00224644539263 37.554287492485834, 127.00790707911982 37.55431122044244, 127.00793670936837 37.54980459355838, 127.00227641644919 37.549780869439715))",20
1354,"POLYGON ((127.00224644539263 37.554287492485834, 127.00221646765958 37.55879411206306, 127.00787744227064 37.55881784385806, 127.00790707911982 37.55431122044244, 127.00224644539263 37.554287492485834))",30
1355,"POLYGON ((127.00221646765958 37.55879411206306, 127.0021864832484 37.563300728171235, 127.00784779881933 37.5633244638051, 127.00787744227064 37.55881784385806, 127.00221646765958 37.55879411206306))",30
1356,"POLYGON ((127.0021864832484 37.563300728171235, 127.0021564921576 37.56780734081023, 127.0078181487643 37.56783108028341, 127.00784779881933 37.5633244638051, 127.0021864832484 37.563300728171235))",30
1357,"POLYGON ((127.0021564921576 37.56780734081023, 127.00212649438555 37.57231394997989, 127.00778849210404 37.57233769329283, 127.0078181487643 37.56783108028341, 127.0021564921576 37.56780734081023))",30
1358,"POLYGON ((127.00212649438555 37.57231394997989, 127.0020964899307 37.57682055568008, 127.00775882883693 37.57684430283325, 127.00778849210404 37.57233769329283, 127.00212649438555 37.57231394997989))",30
1359,"POLYGON ((127.0020964899307 37.57682055568008, 127.00206647879145 37.58132715791063, 127.00772915896144 37.58135090890448, 127.00775882883693 37.57684430283325, 127.0020964899307 37.57682055568008))",30
1360,"POLYGON ((127.00206647879145 37.58132715791063, 127.00203646096628 37.585833756671406, 127.00769948247604 37.585857511506404, 127.00772915896144 37.58135090890448, 127.00206647879145 37.58132715791063))",30
1361,"POLYGON ((127.00203646096628 37.585833756671406, 127.00200643645356 37.590340351962276, 127.00766979937914 37.59036411063886, 127.00769948247604 37.585857511506404, 127.00203646096628 37.585833756671406))",30
1362,"POLYGON ((127.00200643645356 37.590340351962276, 127.00197640525174 37.59484694378309, 127.00764010966918 37.59487070630172, 127.00766979937914 37.59036411063886, 127.00200643645356 37.590340351962276))",30
1363,"POLYGON ((127.00197640525174 37.59484694378309, 127.00194636735922 37.599353532133684, 127.00761041334464 37.59937729849482, 127.00764010966918 37.59487070630172, 127.00197640525174 37.59484694378309))",30
1364,"POLYGON ((127.00194636735922 37.599353532133684, 127.00191632277448 37.603860117013916, 127.0075807104039 37.603883887218025, 127.00761041334464 37.59937729849482, 127.00194636735922 37.599353532133684))",20
1365,"POLYGON ((127.00191632277448 37.603860117013916, 127.00188627149585 37.60836669842366, 127.00755100084544 37.608390472471186, 127.0075807104039 37.603883887218025, 127.00191632277448 37.603860117013916))",10
1366,"POLYGON ((127.00188627149585 37.60836669842366, 127.00185621352183 37.612873276362755, 127.00752128466769 37.612897054254155, 127.00755100084544 37.608390472471186, 127.00188627149585 37.60836669842366))",20
1367,"POLYGON ((127.00185621352183 37.612873276362755, 127.00182614885081 37.61737985083106, 127.00749156186907 37.61740363256679, 127.00752128466769 37.612897054254155, 127.00185621352183 37.612873276362755))",30
1368,"POLYGON ((127.00182614885081 37.61737985083106, 127.0017960774812 37.62188642182842, 127.00746183244807 37.621910207408945, 127.00749156186907 37.61740363256679, 127.00182614885081 37.61737985083106))",30
1369,"POLYGON ((127.0017960774812 37.62188642182842, 127.00176599941145 37.626392989354706, 127.00743209640308 37.62641677878048, 127.00746183244807 37.621910207408945, 127.0017960774812 37.62188642182842))",10
1370,"POLYGON ((127.00176599941145 37.626392989354706, 127.00173591463992 37.63089955340977, 127.00740235373256 37.63092334668125, 127.00743209640308 37.62641677878048, 127.00176599941145 37.626392989354706))",1.0
1371,"POLYGON ((127.00173591463992 37.63089955340977, 127.0017058231651 37.63540611399346, 127.00737260443493 37.635429911111096, 127.00740235373256 37.63092334668125, 127.00173591463992 37.63089955340977))",1.0
1372,"POLYGON ((127.0017058231651 37.63540611399346, 127.00167572498538 37.63991267110563, 127.00734284850861 37.63993647206989, 127.00737260443493 37.635429911111096, 127.0017058231651 37.63540611399346))",1.0
1373,"POLYGON ((127.00167572498538 37.63991267110563, 127.00164562009917 37.64441922474613, 127.00731308595209 37.644443029557465, 127.00734284850861 37.63993647206989, 127.00167572498538 37.63991267110563))",1.0
1374,"POLYGON ((127.00164562009917 37.64441922474613, 127.00161550850488 37.64892577491482, 127.00728331676376 37.6489495835737, 127.00731308595209 37.644443029557465, 127.00164562009917 37.64441922474613))",1.0
1375,"POLYGON ((127.00161550850488 37.64892577491482, 127.00158539020096 37.65343232161158, 127.00725354094206 37.65345613411845, 127.00728331676376 37.6489495835737, 127.00161550850488 37.64892577491482))",1.0
1376,"POLYGON ((127.00158539020096 37.65343232161158, 127.00155526518577 37.657938864836225, 127.00722375848545 37.65796268119155, 127.00725354094206 37.65345613411845, 127.00158539020096 37.65343232161158))",1.0
1377,"POLYGON ((127.00155526518577 37.657938864836225, 127.00152513345776 37.662445404588645, 127.00719396939233 37.662469224792886, 127.00722375848545 37.65796268119155, 127.00155526518577 37.657938864836225))",1.0
1378,"POLYGON ((127.00152513345776 37.662445404588645, 127.00149499501535 37.666951940868664, 127.00716417366115 37.66697576492226, 127.00719396939233 37.662469224792886, 127.00152513345776 37.662445404588645))",1.0
1379,"POLYGON ((127.00149499501535 37.666951940868664, 127.00146484985696 37.67145847367617, 127.00713437129035 37.67148230157959, 127.00716417366115 37.66697576492226, 127.00149499501535 37.666951940868664))",1.0
1380,"POLYGON ((127.00146484985696 37.67145847367617, 127.00143469798098 37.67596500301098, 127.00710456227834 37.675988834764695, 127.00713437129035 37.67148230157959, 127.00146484985696 37.67145847367617))",1.0
1381,"POLYGON ((127.00143469798098 37.67596500301098, 127.00140453938583 37.680471528872985, 127.00707474662357 37.680495364477444, 127.00710456227834 37.675988834764695, 127.00143469798098 37.67596500301098))",1.0
1382,"POLYGON ((127.00168703737741 37.684344158982775, 127.00169041578027 37.68433965395628, 127.00188490868231 37.684080344816955, 127.00190084583342 37.68372276837335, 127.00224006309209 37.68359326076848, 127.00235998346685 37.68367913133677, 127.00274330324153 37.68395392367105, 127.00302230064665 37.68395082193111, 127.00323804949834 37.68394856713668, 127.00325205166256 37.683960395557264, 127.00355336666576 37.68421322197944, 127.00358382862933 37.68423884369369, 127.00373777219973 37.6847053724895, 127.00377710480527 37.684824472375865, 127.0042769973605 37.68494130833669, 127.00436052149016 37.6849906392565, 127.00495588697903 37.684993139956994, 127.00552971892736 37.68486524758041, 127.00589407930671 37.6849970745252, 127.00619092907024 37.684998317892095, 127.0065112441017 37.68487112042572, 127.0070464677189 37.68476868903836, 127.00707474662357 37.680495364477444, 127.00140453938583 37.680471528872985, 127.00137884651254 37.68430995802351, 127.00168703737741 37.684344158982775))",1.0
1383,"MULTIPOLYGON (((127.00605104604952 37.68505386518847, 127.00619092907024 37.684998317892095, 127.00589407930671 37.6849970745252, 127.00605104604952 37.68505386518847)), ((127.00452676547852 37.6850888257087, 127.00456697867867 37.68507981576751, 127.00495588697903 37.684993139956994, 127.00436052149016 37.6849906392565, 127.00452676547852 37.6850888257087)))",1.0
1384,"POLYGON ((127.01415644644753 37.454977829244, 127.01385925728795 37.455120336973486, 127.01372279529011 37.455185995151204, 127.01421058262011 37.45518800126766, 127.0142120607745 37.454959467771936, 127.01415644644753 37.454977829244))",1.0
1385,"POLYGON ((127.01355783138135 37.455265366550165, 127.01338671762193 37.455347609788674, 127.01275364699849 37.455468181481805, 127.012493522362 37.45551775272127, 127.01237644871028 37.455542540830905, 127.01237256181405 37.45554874038159, 127.01193901632861 37.45550936008292, 127.01136771192009 37.45540804556439, 127.01115103136891 37.45544691426158, 127.01115084185517 37.455381879760736, 127.01082326617288 37.45542301122405, 127.01080773399953 37.455484675898724, 127.01076801210552 37.45562348746475, 127.01072511640683 37.45577244603305, 127.01070323197185 37.4558476180658, 127.01068839998781 37.45590590550097, 127.0106545103139 37.456037958924, 127.01064214779072 37.45606781165308, 127.01063156122018 37.456088084831784, 127.01058424726271 37.45616889069117, 127.0105208483398 37.456218738472295, 127.01040572292068 37.4563085696973, 127.01037164031017 37.45635981134186, 127.01028848226954 37.456483139247595, 127.01011736991451 37.456624499519066, 127.01003173342826 37.4567517741865, 127.00990760300394 37.45687539185729, 127.00984596494386 37.45692692507525, 127.00978699424392 37.45696522118016, 127.00961181881772 37.45707841766137, 127.00955177211428 37.457100947956, 127.00930347791376 37.457189090936744, 127.00923267139065 37.457220910772826, 127.00907656622013 37.45737071280349, 127.00898527909102 37.45751066175918, 127.0088874540332 37.45760048908469, 127.00879775529114 37.45768382918629, 127.00871086874315 37.457764933549676, 127.00869091245488 37.45779730883594, 127.00863352669825 37.45788797964481, 127.00857896442699 37.45797554391975, 127.00853860423311 37.45804039653431, 127.00853848375051 37.45805880701705, 127.00859947182681 37.45812337010037, 127.00860088930446 37.458193197622954, 127.00859718800433 37.45824669083757, 127.0085818249816 37.45833708082297, 127.00854810428578 37.45839733156437, 127.00857971825043 37.458404646879224, 127.00857742413962 37.458411414076224, 127.00853608930427 37.45842468968201, 127.00852793060365 37.459671327731066, 127.01418142984541 37.45969470473963, 127.01421058262011 37.45518800126766, 127.01372279529011 37.455185995151204, 127.01355783138135 37.455265366550165))",1.0
1386,"POLYGON ((127.00852793060365 37.459671327731066, 127.00849843204139 37.464178023953046, 127.01415227057815 37.46420140474669, 127.01418142984541 37.45969470473963, 127.00852793060365 37.459671327731066))",7.0
1387,"POLYGON ((127.00849843204139 37.464178023953046, 127.0084689269095 37.46868471670953, 127.01412310481682 37.46870810128871, 127.01415227057815 37.46420140474669, 127.00849843204139 37.464178023953046))",1.0
1388,"POLYGON ((127.0084689269095 37.46868471670953, 127.00843941520645 37.473191406000375, 127.01409393255992 37.47321479436552, 127.01412310481682 37.46870810128871, 127.0084689269095 37.46868471670953))",1.0
1389,"POLYGON ((127.00843941520645 37.473191406000375, 127.0084098969307 37.47769809182544, 127.01406475380591 37.477721483977, 127.01409393255992 37.47321479436552, 127.00843941520645 37.473191406000375))",1.0
1390,"POLYGON ((127.0084098969307 37.47769809182544, 127.00838037208072 37.48220477418455, 127.01403556855324 37.48222817012298, 127.01406475380591 37.477721483977, 127.0084098969307 37.47769809182544))",1.0
1391,"POLYGON ((127.00838037208072 37.48220477418455, 127.0083508406549 37.48671145307757, 127.01400637680041 37.48673485280334, 127.01403556855324 37.48222817012298, 127.00838037208072 37.48220477418455))",30
1392,"POLYGON ((127.0083508406549 37.48671145307757, 127.00832130265178 37.49121812850437, 127.0139771785459 37.49124153201791, 127.01400637680041 37.48673485280334, 127.0083508406549 37.48671145307757))",30
1393,"POLYGON ((127.00832130265178 37.49121812850437, 127.00829175806973 37.49572480046478, 127.01394797378816 37.49574820776653, 127.0139771785459 37.49124153201791, 127.00832130265178 37.49121812850437))",30
1394,"POLYGON ((127.00829175806973 37.49572480046478, 127.00826220690728 37.50023146895868, 127.01391876252565 37.500254880049084, 127.01394797378816 37.49574820776653, 127.00829175806973 37.49572480046478))",30
1395,"POLYGON ((127.00826220690728 37.50023146895868, 127.00823264916284 37.504738133985875, 127.01388954475688 37.5047615488654, 127.01391876252565 37.500254880049084, 127.00826220690728 37.50023146895868))",20
1396,"POLYGON ((127.00823264916284 37.504738133985875, 127.00820308483485 37.50924479554625, 127.01386032048028 37.509268214215346, 127.01388954475688 37.5047615488654, 127.00823264916284 37.504738133985875))",30
1397,"POLYGON ((127.00820308483485 37.50924479554625, 127.00817351392178 37.513751453639664, 127.01383108969436 37.513774876098765, 127.01386032048028 37.509268214215346, 127.00820308483485 37.50924479554625))",8.0
1398,"POLYGON ((127.00817351392178 37.513751453639664, 127.00814393642209 37.51825810826597, 127.01380185239753 37.51828153451553, 127.01383108969436 37.513774876098765, 127.00817351392178 37.513751453639664))",20
1399,"POLYGON ((127.00814393642209 37.51825810826597, 127.00811435233423 37.52276475942499, 127.01377260858831 37.522788189465466, 127.01380185239753 37.51828153451553, 127.00814393642209 37.51825810826597))",20
1400,"POLYGON ((127.00811435233423 37.52276475942499, 127.0080847616566 37.52727140711662, 127.01374335826516 37.52729484094845, 127.01377260858831 37.522788189465466, 127.00811435233423 37.52276475942499))",1.0
1401,"POLYGON ((127.0080847616566 37.52727140711662, 127.00805516438774 37.53177805134067, 127.01371410142653 37.53180148896431, 127.01374335826516 37.52729484094845, 127.0080847616566 37.52727140711662))",1.0
1402,"POLYGON ((127.00805516438774 37.53177805134067, 127.00802556052601 37.53628469209702, 127.01368483807089 37.53630813351292, 127.01371410142653 37.53180148896431, 127.00805516438774 37.53177805134067))",9.0
1403,"POLYGON ((127.00802556052601 37.53628469209702, 127.00799595006993 37.54079132938552, 127.01365556819671 37.540814774594125, 127.01368483807089 37.53630813351292, 127.00802556052601 37.53628469209702))",30
1404,"POLYGON ((127.00799595006993 37.54079132938552, 127.0079663330179 37.54529796320602, 127.01362629180245 37.545321412207784, 127.01365556819671 37.540814774594125, 127.00799595006993 37.54079132938552))",10
1405,"POLYGON ((127.0079663330179 37.54529796320602, 127.00793670936837 37.54980459355838, 127.01359700888658 37.54982804635374, 127.01362629180245 37.545321412207784, 127.0079663330179 37.54529796320602))",1.0
1406,"POLYGON ((127.00793670936837 37.54980459355838, 127.00790707911982 37.55431122044244, 127.01356771944756 37.55433467703187, 127.01359700888658 37.54982804635374, 127.00793670936837 37.54980459355838))",1.0
1407,"POLYGON ((127.00790707911982 37.55431122044244, 127.00787744227064 37.55881784385806, 127.0135384234839 37.55884130424199, 127.01356771944756 37.55433467703187, 127.00790707911982 37.55431122044244))",30
1408,"POLYGON ((127.00787744227064 37.55881784385806, 127.00784779881933 37.5633244638051, 127.01350912099397 37.563347927983976, 127.0135384234839 37.55884130424199, 127.00787744227064 37.55881784385806))",30
1409,"POLYGON ((127.00784779881933 37.5633244638051, 127.0078181487643 37.56783108028341, 127.0134798119763 37.56785454825771, 127.01350912099397 37.563347927983976, 127.00784779881933 37.5633244638051))",30
1410,"POLYGON ((127.0078181487643 37.56783108028341, 127.00778849210404 37.57233769329283, 127.01345049642934 37.57236116506299, 127.0134798119763 37.56785454825771, 127.0078181487643 37.56783108028341))",30
1411,"POLYGON ((127.00778849210404 37.57233769329283, 127.00775882883693 37.57684430283325, 127.01342117435155 37.57686777839971, 127.01345049642934 37.57236116506299, 127.00778849210404 37.57233769329283))",30
1412,"POLYGON ((127.00775882883693 37.57684430283325, 127.00772915896144 37.58135090890448, 127.01339184574135 37.581374388267704, 127.01342117435155 37.57686777839971, 127.00775882883693 37.57684430283325))",30
1413,"POLYGON ((127.00772915896144 37.58135090890448, 127.00769948247604 37.585857511506404, 127.01336251059729 37.58588099466684, 127.01339184574135 37.581374388267704, 127.00772915896144 37.58135090890448))",30
1414,"POLYGON ((127.00769948247604 37.585857511506404, 127.00766979937914 37.59036411063886, 127.01333316891777 37.590387597596965, 127.01336251059729 37.58588099466684, 127.00769948247604 37.585857511506404))",30
1415,"POLYGON ((127.00766979937914 37.59036411063886, 127.00764010966918 37.59487070630172, 127.01330382070124 37.59489419705793, 127.01333316891777 37.590387597596965, 127.00766979937914 37.59036411063886))",30
1416,"POLYGON ((127.00764010966918 37.59487070630172, 127.00761041334464 37.59937729849482, 127.01327446594618 37.5994007930496, 127.01330382070124 37.59489419705793, 127.00764010966918 37.59487070630172))",30
1417,"POLYGON ((127.00761041334464 37.59937729849482, 127.0075807104039 37.603883887218025, 127.01324510465106 37.60390738557181, 127.01327446594618 37.5994007930496, 127.00761041334464 37.59937729849482))",10
1418,"POLYGON ((127.0075807104039 37.603883887218025, 127.00755100084544 37.608390472471186, 127.0132157368143 37.60841397462443, 127.01324510465106 37.60390738557181, 127.0075807104039 37.603883887218025))",30
1419,"POLYGON ((127.00755100084544 37.608390472471186, 127.00752128466769 37.612897054254155, 127.0131863624344 37.61292056020733, 127.0132157368143 37.60841397462443, 127.00755100084544 37.608390472471186))",30
1420,"POLYGON ((127.00752128466769 37.612897054254155, 127.00749156186907 37.61740363256679, 127.01315698150978 37.61742714232033, 127.0131863624344 37.61292056020733, 127.00752128466769 37.612897054254155))",30
1421,"POLYGON ((127.00749156186907 37.61740363256679, 127.00746183244807 37.621910207408945, 127.01312759403892 37.62193372096331, 127.01315698150978 37.61742714232033, 127.00749156186907 37.61740363256679))",20
1422,"POLYGON ((127.00746183244807 37.621910207408945, 127.00743209640308 37.62641677878048, 127.01309820002025 37.62644029613612, 127.01312759403892 37.62193372096331, 127.00746183244807 37.621910207408945))",1.0
1423,"POLYGON ((127.00743209640308 37.62641677878048, 127.00740235373256 37.63092334668125, 127.01306879945227 37.63094686783861, 127.01309820002025 37.62644029613612, 127.00743209640308 37.62641677878048))",1.0
1424,"POLYGON ((127.00740235373256 37.63092334668125, 127.00737260443493 37.635429911111096, 127.0130393923334 37.63545343607064, 127.01306879945227 37.63094686783861, 127.00740235373256 37.63092334668125))",1.0
1425,"POLYGON ((127.00737260443493 37.635429911111096, 127.00734284850861 37.63993647206989, 127.0130099786621 37.639960000832055, 127.0130393923334 37.63545343607064, 127.00737260443493 37.635429911111096))",1.0
1426,"POLYGON ((127.00734284850861 37.63993647206989, 127.00731308595209 37.644443029557465, 127.01298055843682 37.64446656212273, 127.0130099786621 37.639960000832055, 127.00734284850861 37.63993647206989))",1.0
1427,"POLYGON ((127.00731308595209 37.644443029557465, 127.00728331676376 37.6489495835737, 127.01295113165601 37.64897311994249, 127.01298055843682 37.64446656212273, 127.00731308595209 37.644443029557465))",1.0
1428,"POLYGON ((127.00728331676376 37.6489495835737, 127.00725354094206 37.65345613411845, 127.01292169831814 37.65347967429124, 127.01295113165601 37.64897311994249, 127.00728331676376 37.6489495835737))",1.0
1429,"POLYGON ((127.00725354094206 37.65345613411845, 127.00722375848545 37.65796268119155, 127.01289225842164 37.65798622516878, 127.01292169831814 37.65347967429124, 127.00725354094206 37.65345613411845))",2.0
1430,"POLYGON ((127.00722375848545 37.65796268119155, 127.00719396939233 37.662469224792886, 127.01286281196498 37.66249277257499, 127.01289225842164 37.65798622516878, 127.00722375848545 37.65796268119155))",1.0
1431,"POLYGON ((127.00719396939233 37.662469224792886, 127.00716417366115 37.66697576492226, 127.01283335894661 37.66699931650973, 127.01286281196498 37.66249277257499, 127.00719396939233 37.662469224792886))",1.0
1432,"POLYGON ((127.00716417366115 37.66697576492226, 127.00713437129035 37.67148230157959, 127.01280389936497 37.67150585697285, 127.01283335894661 37.66699931650973, 127.00716417366115 37.66697576492226))",1.0
1433,"POLYGON ((127.00713437129035 37.67148230157959, 127.00710456227834 37.675988834764695, 127.01277443321848 37.67601239396423, 127.01280389936497 37.67150585697285, 127.00713437129035 37.67148230157959))",1.0
1434,"POLYGON ((127.00710456227834 37.675988834764695, 127.00707474662357 37.680495364477444, 127.01274496050566 37.68051892748368, 127.01277443321848 37.67601239396423, 127.00710456227834 37.675988834764695))",1.0
1435,"POLYGON ((127.00706744600235 37.68476467414769, 127.00766243563274 37.68446816112243, 127.00852545001618 37.68445206682401, 127.0086637924675 37.68444952680397, 127.00866591589548 37.68448556684452, 127.00853226550991 37.68500809848228, 127.0127154812249 37.68502545753108, 127.01274496050566 37.68051892748368, 127.00707474662357 37.680495364477444, 127.0070464677189 37.68476868903836, 127.00706744600235 37.68476467414769))",1.0
1436,"POLYGON ((127.00847485955352 37.68523253564009, 127.00844015206046 37.68543159785305, 127.00858861875076 37.68744075363441, 127.0085096445609 37.68780733449657, 127.008327425346 37.68850672367725, 127.00831930054609 37.68880038651009, 127.00830504224751 37.68951379900297, 127.01268599537465 37.6895319841063, 127.0127154812249 37.68502545753108, 127.00853226550991 37.68500809848228, 127.00847485955352 37.68523253564009))",1.0
1437,"POLYGON ((127.00829302719558 37.69011495725396, 127.00806313445392 37.69065611894618, 127.00762104176872 37.69161849392603, 127.00826663592733 37.692159041339615, 127.00971165852228 37.693363427094134, 127.0097026853393 37.69402626270865, 127.0126565029534 37.69403850720917, 127.01268599537465 37.6895319841063, 127.00830504224751 37.68951379900297, 127.00829302719558 37.69011495725396))",1.0
1438,"POLYGON ((127.00966648935884 37.69669983610237, 127.01212459637297 37.697377618784415, 127.01263195160503 37.697789252360366, 127.0126565029534 37.69403850720917, 127.0097026853393 37.69402626270865, 127.00966648935884 37.69669983610237))",1.0
1439,"POLYGON ((127.01621523068276 37.45519440056417, 127.01578730813178 37.45500580016771, 127.0155748457397 37.454916013733396, 127.01506499427052 37.45483188221075, 127.01487357310337 37.45484175242945, 127.01450961551133 37.454861227324606, 127.0142120607745 37.454959467771936, 127.01421058262011 37.45518800126766, 127.01621933509063 37.45519624141906, 127.01621523068276 37.45519440056417))",1.0
1440,"POLYGON ((127.01981370309971 37.45584600087559, 127.01970897580922 37.455796461792694, 127.01969200904426 37.45578660787576, 127.01920141255547 37.455731495451964, 127.01906048912639 37.4557489779432, 127.01897608614836 37.45576419045616, 127.01883586629116 37.4557887097554, 127.01863685966924 37.45584927731876, 127.01843343223533 37.4559101142593, 127.01829163475098 37.455954905544935, 127.01811999892104 37.45601011751116, 127.01806507480417 37.45602673857031, 127.0180076837128 37.45603913594683, 127.01777847184529 37.4560850648165, 127.01759958955037 37.45612281386654, 127.01754537558502 37.4561352102331, 127.0172597947586 37.45605725800262, 127.01702843622749 37.455992532226055, 127.01694632185925 37.45596973125598, 127.01676845521524 37.455785895072914, 127.01663155681709 37.45564485067932, 127.01661760613858 37.45562879581935, 127.01647523378539 37.45546522883577, 127.0163787937529 37.455354308617174, 127.01628799063539 37.455229585031645, 127.01624473288405 37.45520763249731, 127.01621933509063 37.45519624141906, 127.01421058262011 37.45518800126766, 127.01418142984541 37.45969470473963, 127.0198349355797 37.459717811300656, 127.01985955345508 37.45586740976554, 127.01981370309971 37.45584600087559))",1.0
1441,"POLYGON ((127.01418142984541 37.45969470473963, 127.01415227057815 37.46420140474669, 127.01980611560897 37.46422451504901, 127.0198349355797 37.459717811300656, 127.01418142984541 37.45969470473963))",7.0
1442,"POLYGON ((127.01415227057815 37.46420140474669, 127.01412310481682 37.46870810128871, 127.01977728921975 37.46873121533276, 127.01980611560897 37.46422451504901, 127.01415227057815 37.46420140474669))",9.0
1443,"POLYGON ((127.01412310481682 37.46870810128871, 127.01409393255992 37.47321479436552, 127.0197484564105 37.47323791215177, 127.01977728921975 37.46873121533276, 127.01412310481682 37.46870810128871))",10
1444,"POLYGON ((127.01409393255992 37.47321479436552, 127.01406475380591 37.477721483977, 127.01971961717973 37.47774460550587, 127.0197484564105 37.47323791215177, 127.01409393255992 37.47321479436552))",1.0
1445,"POLYGON ((127.01406475380591 37.477721483977, 127.01403556855324 37.48222817012298, 127.01969077152596 37.48225129539491, 127.01971961717973 37.47774460550587, 127.01406475380591 37.477721483977))",1.0
1446,"POLYGON ((127.01403556855324 37.48222817012298, 127.01400637680041 37.48673485280334, 127.01966191944764 37.486757981818776, 127.01969077152596 37.48225129539491, 127.01403556855324 37.48222817012298))",10
1447,"POLYGON ((127.01400637680041 37.48673485280334, 127.0139771785459 37.49124153201791, 127.01963306094325 37.49126466477729, 127.01966191944764 37.486757981818776, 127.01400637680041 37.48673485280334))",30
1448,"POLYGON ((127.0139771785459 37.49124153201791, 127.01394797378816 37.49574820776653, 127.01960419601134 37.49577134427031, 127.01963306094325 37.49126466477729, 127.0139771785459 37.49124153201791))",30
1449,"POLYGON ((127.01394797378816 37.49574820776653, 127.01391876252565 37.500254880049084, 127.01957532465035 37.500278020297706, 127.01960419601134 37.49577134427031, 127.01394797378816 37.49574820776653))",30
1450,"POLYGON ((127.01391876252565 37.500254880049084, 127.01388954475688 37.5047615488654, 127.01954644685877 37.504784692859296, 127.01957532465035 37.500278020297706, 127.01391876252565 37.500254880049084))",9.0
1451,"POLYGON ((127.01388954475688 37.5047615488654, 127.01386032048028 37.509268214215346, 127.0195175626351 37.50929136195498, 127.01954644685877 37.504784692859296, 127.01388954475688 37.5047615488654))",9.0
1452,"POLYGON ((127.01386032048028 37.509268214215346, 127.01383108969436 37.513774876098765, 127.0194886719778 37.51379802758456, 127.0195175626351 37.50929136195498, 127.01386032048028 37.509268214215346))",30
1453,"POLYGON ((127.01383108969436 37.513774876098765, 127.01380185239753 37.51828153451553, 127.01945977488539 37.51830468974793, 127.0194886719778 37.51379802758456, 127.01383108969436 37.513774876098765))",30
1454,"POLYGON ((127.01380185239753 37.51828153451553, 127.01377260858831 37.522788189465466, 127.01943087135636 37.522811348444925, 127.01945977488539 37.51830468974793, 127.01380185239753 37.51828153451553))",30
1455,"POLYGON ((127.01377260858831 37.522788189465466, 127.01374335826516 37.52729484094845, 127.01940196138918 37.5273180036754, 127.01943087135636 37.522811348444925, 127.01377260858831 37.522788189465466))",10
1456,"POLYGON ((127.01374335826516 37.52729484094845, 127.01371410142653 37.53180148896431, 127.01937304498233 37.53182465543921, 127.01940196138918 37.5273180036754, 127.01374335826516 37.52729484094845))",1.0
1457,"POLYGON ((127.01371410142653 37.53180148896431, 127.01368483807089 37.53630813351292, 127.01934412213429 37.536331303736205, 127.01937304498233 37.53182465543921, 127.01371410142653 37.53180148896431))",1.0
1458,"POLYGON ((127.01368483807089 37.53630813351292, 127.01365556819671 37.540814774594125, 127.01931519284356 37.54083794856623, 127.01934412213429 37.536331303736205, 127.01368483807089 37.53630813351292))",1.0
1459,"POLYGON ((127.01365556819671 37.540814774594125, 127.01362629180245 37.545321412207784, 127.01928625710862 37.545344589929186, 127.01931519284356 37.54083794856623, 127.01365556819671 37.540814774594125))",8.0
1460,"POLYGON ((127.01362629180245 37.545321412207784, 127.01359700888658 37.54982804635374, 127.01925731492794 37.54985122782487, 127.01928625710862 37.545344589929186, 127.01362629180245 37.545321412207784))",1.0
1461,"POLYGON ((127.01359700888658 37.54982804635374, 127.01356771944756 37.55433467703187, 127.01922836630001 37.55435786225315, 127.01925731492794 37.54985122782487, 127.01359700888658 37.54982804635374))",1.0
1462,"POLYGON ((127.01356771944756 37.55433467703187, 127.0135384234839 37.55884130424199, 127.01919941122333 37.55886449321388, 127.01922836630001 37.55435786225315, 127.01356771944756 37.55433467703187))",10
1463,"POLYGON ((127.0135384234839 37.55884130424199, 127.01350912099397 37.563347927983976, 127.01917044969635 37.56337112070694, 127.01919941122333 37.55886449321388, 127.0135384234839 37.55884130424199))",30
1464,"POLYGON ((127.01350912099397 37.563347927983976, 127.0134798119763 37.56785454825771, 127.01914148171758 37.56787774473216, 127.01917044969635 37.56337112070694, 127.01350912099397 37.563347927983976))",30
1465,"POLYGON ((127.0134798119763 37.56785454825771, 127.01345049642934 37.57236116506299, 127.01911250728548 37.57238436528939, 127.01914148171758 37.56787774473216, 127.0134798119763 37.56785454825771))",30
1466,"POLYGON ((127.01345049642934 37.57236116506299, 127.01342117435155 37.57686777839971, 127.01908352639852 37.57689098237851, 127.01911250728548 37.57238436528939, 127.01345049642934 37.57236116506299))",30
1467,"POLYGON ((127.01342117435155 37.57686777839971, 127.01339184574135 37.581374388267704, 127.0190545390552 37.58139759599934, 127.01908352639852 37.57689098237851, 127.01342117435155 37.57686777839971))",30
1468,"POLYGON ((127.01339184574135 37.581374388267704, 127.01336251059729 37.58588099466684, 127.019025545254 37.585904206151746, 127.0190545390552 37.58139759599934, 127.01339184574135 37.581374388267704))",30
