id,geometry,소방용수_수
295,"POLYGON ((126.86092533724026 37.53107350332657, 126.86088688081756 37.535580030086635, 126.86654596226114 37.53561052213686, 126.86658407822391 37.531103990443995, 126.86092533724026 37.53107350332657))",10
296,"POLYGON ((126.86088688081756 37.535580030086635, 126.86084841582877 37.54008655336535, 126.8665078378081 37.54011705034893, 126.86654596226114 37.53561052213686, 126.86088688081756 37.535580030086635))",20
297,"POLYGON ((126.86084841582877 37.54008655336535, 126.86080994227189 37.54459307316254, 126.86646970486281 37.54462357508009, 126.8665078378081 37.54011705034893, 126.86084841582877 37.54008655336535))",10
298,"POLYGON ((126.86080994227189 37.54459307316254, 126.86077146014486 37.54909958947806, 126.86643156342323 37.54913009633015, 126.86646970486281 37.54462357508009, 126.86080994227189 37.54459307316254))",5.0
299,"POLYGON ((126.86077146014486 37.54909958947806, 126.86073296944568 37.553606102311775, 126.86639341348742 37.55363661409899, 126.86643156342323 37.54913009633015, 126.86077146014486 37.54909958947806))",20
300,"POLYGON ((126.86073296944568 37.553606102311775, 126.86069447017233 37.5581126116635, 126.86635525505329 37.55814312838644, 126.86639341348742 37.55363661409899, 126.86073296944568 37.553606102311775))",30
301,"POLYGON ((126.86069447017233 37.5581126116635, 126.86065596232281 37.56261911753311, 126.86631708811893 37.56264963919236, 126.86635525505329 37.55814312838644, 126.86069447017233 37.5581126116635))",30
302,"POLYGON ((126.86065596232281 37.56261911753311, 126.86061744589512 37.567125619920475, 126.86627891268229 37.5671561465166, 126.86631708811893 37.56264963919236, 126.86065596232281 37.56261911753311))",9.0
303,"POLYGON ((126.86061744589512 37.567125619920475, 126.86057892088716 37.571632118825406, 126.86624072874137 37.571662650358995, 126.86627891268229 37.5671561465166, 126.86061744589512 37.567125619920475))",1.0
304,"POLYGON ((126.86111590675185 37.5759599359895, 126.86158111241504 37.576144247343656, 126.86620253629421 37.57616915071943, 126.86624072874137 37.571662650358995, 126.86057892088716 37.571632118825406, 126.8605438392127 37.57573495448852, 126.86111590675185 37.5759599359895))",1.0
305,"POLYGON ((126.86185506572515 37.57625278452278, 126.86202599153172 37.57631971356346, 126.86261139484422 37.57654902965625, 126.86325370878738 37.57680459199336, 126.86338750931215 37.5768576815152, 126.86424884256377 37.57719430335427, 126.86481834540739 37.577416553777475, 126.86494118438374 37.57747243995642, 126.86619134490408 37.57748948287818, 126.86620253629421 37.57616915071943, 126.86158111241504 37.576144247343656, 126.86185506572515 37.57625278452278))",1.0
306,"POLYGON ((126.87244323549467 37.484396164016545, 126.87220838074066 37.48443335371051, 126.87201365088964 37.48466176929127, 126.87189514228007 37.484847469003086, 126.87179719333663 37.484997433324374, 126.87176262320455 37.485269388328256, 126.87203147810663 37.485600234104, 126.87223223105025 37.485762075405404, 126.87237755678498 37.48601281994855, 126.87241536096495 37.48606756172804, 126.87262012034542 37.48606864924563, 126.87263422732185 37.484381692822836, 126.87244323549467 37.484396164016545))",1.0
307,"MULTIPOLYGON (((126.87244469633887 37.48611004031618, 126.87261417152271 37.48619074584061, 126.87261907908784 37.4861931604972, 126.87262012034542 37.48606864924563, 126.87241536096495 37.48606756172804, 126.87244469633887 37.48611004031618)), ((126.87245774658905 37.48920443003031, 126.87244531675718 37.489240456130545, 126.87241371609787 37.4893308021784, 126.87244039788558 37.48953552775746, 126.87244515857769 37.48954201227399, 126.87258945566084 37.489735141574485, 126.87259530339446 37.48903599552507, 126.87245774658905 37.48920443003031)), ((126.87147290362017 37.49056583300163, 126.87150310316426 37.49046871247012, 126.87155753167083 37.49036094957262, 126.87157723236534 37.49020920670437, 126.87154776510414 37.49008528707573, 126.87150568108054 37.48999879805266, 126.87134237455561 37.48983362679956, 126.87125961052942 37.489770745693804, 126.871080269974 37.48968325033239, 126.87094589670525 37.48963722239884, 126.87065821268219 37.489560877398965, 126.87042098481784 37.48953583789862, 126.87037556706522 37.489540561992726, 126.87033475056045 37.48954475219842, 126.87022812440344 37.48959616134359, 126.87017041476612 37.48966564536226, 126.87013621846029 37.489719099222214, 126.87012537467652 37.48975710028736, 126.87013411884686 37.489807494877205, 126.87016591119698 37.48991256890594, 126.87021613638156 37.489984423991686, 126.87023440269701 37.4900528496502, 126.87023340402871 37.490112836846826, 126.87021040210769 37.49013420940609, 126.8701654496449 37.49017638961795, 126.87011327685951 37.49020926306028, 126.8700649882744 37.49023737479942, 126.86996864418529 37.49026739726147, 126.86987690033031 37.49029601766097, 126.86978674171893 37.490325200439095, 126.86975970142547 37.49033333253633, 126.86972786378378 37.490356372658276, 126.86970274304353 37.49037409406862, 126.86968037892856 37.490430949731085, 126.86968434063719 37.490486400499485, 126.86972097591105 37.490559989155585, 126.87147312979441 37.490569324067586, 126.87147290362017 37.49056583300163)))",1.0
308,"MULTIPOLYGON (((126.87253885682748 37.49074157048777, 126.87244776177593 37.490696980026684, 126.87225463563874 37.490602443459316, 126.87217898362888 37.490618974291756, 126.8721220491318 37.49064538279425, 126.8720164635462 37.490715374093966, 126.87194998378205 37.49073724975957, 126.87183402663918 37.490775712638666, 126.87177093426223 37.49078098695165, 126.87168914851723 37.49077300404845, 126.87156796419102 37.49076133791432, 126.87150566113037 37.490721849517854, 126.8714802918133 37.490679871792445, 126.87147312979441 37.490569324067586, 126.86972097591105 37.490559989155585, 126.86972642543267 37.49057093550449, 126.86973611468517 37.490584181269654, 126.86978989815923 37.49063912982114, 126.8698630995725 37.49071129191141, 126.86991019446008 37.49075752072851, 126.86995020446494 37.49080684920592, 126.86999303922715 37.49086996665637, 126.86999318448375 37.490987646805095, 126.86999311927596 37.491024262854545, 126.86995018431361 37.49112134422071, 126.86989200256956 37.49125334707605, 126.86979944406713 37.49134615590669, 126.86968800586546 37.49141895702144, 126.86964996860905 37.491443692586834, 126.86958155838603 37.49146894383959, 126.86952586423523 37.49149085643295, 126.86941336277852 37.49156253152025, 126.86934591815859 37.49163649191533, 126.86930453494425 37.49175753012393, 126.86929819436216 37.49185183032497, 126.86930626864894 37.491876914821724, 126.86936626637805 37.49201861020633, 126.86943736467347 37.492085138313186, 126.86946292860011 37.4921127554816, 126.86951218576559 37.49213139863775, 126.86961582960281 37.49217121100754, 126.86966510152618 37.492181123966304, 126.86968153353442 37.49218084359519, 126.86988826642457 37.49217656934571, 126.86997691323339 37.49220540198313, 126.87002239647482 37.492262044053724, 126.8700574034365 37.49235218233907, 126.8700544211641 37.4924352423649, 126.87001353110047 37.4924813738276, 126.86995923651456 37.49251002837767, 126.8695613994195 37.49257940304777, 126.8695377259702 37.492583051789026, 126.86945519287653 37.49259534930221, 126.86940512581396 37.49263161207533, 126.86938156855717 37.49266479690697, 126.86936892439027 37.492717445717325, 126.86937341964588 37.492772079060174, 126.8693885157236 37.49282953455665, 126.86941846122818 37.49288559108155, 126.86943342988056 37.49291320561196, 126.86958044144846 37.493106805807926, 126.87006689599949 37.49348576805245, 126.87001659168557 37.4936571805588, 126.86985403969354 37.49376061455334, 126.86980022041593 37.493815741108556, 126.8697094568138 37.49409550878414, 126.86950267609492 37.49432840236272, 126.8692431005885 37.49453308736238, 126.86880735162259 37.49476011153208, 126.86870919741487 37.494811250363725, 126.86848322523035 37.49499737648399, 126.86840744125439 37.495059741224644, 126.87254472902026 37.49508178851801, 126.8725808836759 37.49075995113046, 126.87253885682748 37.49074157048777)), ((126.86758862725839 37.494815894969335, 126.86761040907417 37.49468809524107, 126.86758892733751 37.49464667831168, 126.86755098324642 37.49462439026573, 126.86742470327177 37.49459496425174, 126.86737422186887 37.494565066563695, 126.8673270911616 37.49453854156669, 126.86727378313203 37.49450863970042, 126.86722383029642 37.494479858267134, 126.86712217353917 37.49442174626659, 126.86707575002927 37.49439914967313, 126.86704237102983 37.49438420116428, 126.86698358469823 37.49435795026643, 126.8669516277702 37.49434524678079, 126.86689482542623 37.49432606042185, 126.86688870051609 37.495051611611, 126.8679837711947 37.49505747533992, 126.86758862725839 37.494815894969335)), ((126.86690705167881 37.49407968031702, 126.86697664884132 37.493987406555185, 126.86703572327549 37.493954533553605, 126.86713623041227 37.49396731599535, 126.86721657962956 37.49399443711611, 126.86729154443826 37.49406799986748, 126.86730000010505 37.4940764694839, 126.86734956694062 37.494124953266706, 126.86742012893058 37.494186978428424, 126.86747342692449 37.49422279860701, 126.8676134824418 37.49425842909744, 126.8676272681933 37.49425112988596, 126.86775137741061 37.49410964179907, 126.86778077084483 37.49407588833325, 126.86777151743316 37.49400773448951, 126.86775601548402 37.49389256119432, 126.86774901556991 37.49375374591767, 126.86776468779178 37.49358227559321, 126.86774355283218 37.49354397709769, 126.86767088250352 37.49347237441251, 126.86753748946315 37.49337423837163, 126.86747330368168 37.493203823696874, 126.86737000059884 37.49307446734622, 126.86715948634257 37.49292162540147, 126.86704205384476 37.49288460544777, 126.86695569316687 37.49286676645664, 126.86690710017308 37.49287192668805, 126.86689683462598 37.4940880467922, 126.86690705167881 37.49407968031702)))",1.0
309,"POLYGON ((126.8683489265555 37.495107894491625, 126.86829447895944 37.49512613159271, 126.86822945404452 37.495128311214415, 126.86799050653767 37.4950615931225, 126.8679837711947 37.49505747533992, 126.86688870051609 37.495051611611, 126.86685065240358 37.499558171144706, 126.87250702076372 37.499588352936, 126.87254472902026 37.49508178851801, 126.86840744125439 37.495059741224644, 126.8683489265555 37.495107894491625))",1.0
310,"POLYGON ((126.86685065240358 37.499558171144706, 126.86681259581675 37.504064727198816, 126.87246930410855 37.504094913875, 126.87250702076372 37.499588352936, 126.86685065240358 37.499558171144706))",3.0
311,"POLYGON ((126.86681259581675 37.504064727198816, 126.86677453075364 37.508571279773214, 126.87243157905277 37.50860147133484, 126.87246930410855 37.504094913875, 126.86681259581675 37.504064727198816))",9.0
312,"POLYGON ((126.86677453075364 37.508571279773214, 126.86673645721228 37.51307782886773, 126.87239384559442 37.513108025315375, 126.87243157905277 37.50860147133484, 126.86677453075364 37.508571279773214))",3.0
313,"POLYGON ((126.86673645721228 37.51307782886773, 126.8666983751906 37.51758437448221, 126.87235610373155 37.51761457581648, 126.87239384559442 37.513108025315375, 126.86673645721228 37.51307782886773))",1.0
314,"POLYGON ((126.8666983751906 37.51758437448221, 126.86666028468663 37.52209091661652, 126.87231835346215 37.52212112283797, 126.87235610373155 37.51761457581648, 126.8666983751906 37.51758437448221))",1.0
315,"POLYGON ((126.86666028468663 37.52209091661652, 126.86662218569842 37.52659745527049, 126.87228059478424 37.52662766637972, 126.87231835346215 37.52212112283797, 126.86666028468663 37.52209091661652))",1.0
316,"POLYGON ((126.86662218569842 37.52659745527049, 126.86658407822391 37.531103990443995, 126.87224282769586 37.53113420644157, 126.87228059478424 37.52662766637972, 126.86662218569842 37.52659745527049))",1.0
317,"POLYGON ((126.86658407822391 37.531103990443995, 126.86654596226114 37.53561052213686, 126.872205052195 37.53564074302336, 126.87224282769586 37.53113420644157, 126.86658407822391 37.531103990443995))",1.0
318,"POLYGON ((126.86654596226114 37.53561052213686, 126.8665078378081 37.54011705034893, 126.8721672682797 37.54014727612494, 126.872205052195 37.53564074302336, 126.86654596226114 37.53561052213686))",1.0
319,"POLYGON ((126.8665078378081 37.54011705034893, 126.86646970486281 37.54462357508009, 126.87212947594799 37.54465380574619, 126.8721672682797 37.54014727612494, 126.8665078378081 37.54011705034893))",1.0
320,"POLYGON ((126.86646970486281 37.54462357508009, 126.86643156342323 37.54913009633015, 126.8720916751979 37.54916033188691, 126.87212947594799 37.54465380574619, 126.86646970486281 37.54462357508009))",1.0
321,"POLYGON ((126.86643156342323 37.54913009633015, 126.86639341348742 37.55363661409899, 126.8720538660274 37.55366685454699, 126.8720916751979 37.54916033188691, 126.86643156342323 37.54913009633015))",9.0
322,"POLYGON ((126.86639341348742 37.55363661409899, 126.86635525505329 37.55814312838644, 126.87201604843453 37.55817337372626, 126.8720538660274 37.55366685454699, 126.86639341348742 37.55363661409899))",30
323,"POLYGON ((126.86635525505329 37.55814312838644, 126.86631708811893 37.56264963919236, 126.87197822241731 37.562679889424594, 126.87201604843453 37.55817337372626, 126.86635525505329 37.55814312838644))",10
324,"POLYGON ((126.86631708811893 37.56264963919236, 126.86627891268229 37.5671561465166, 126.87194038797377 37.56718640164181, 126.87197822241731 37.562679889424594, 126.86631708811893 37.56264963919236))",1.0
325,"POLYGON ((126.86627891268229 37.5671561465166, 126.86624072874137 37.571662650358995, 126.87190254510189 37.571692910377784, 126.87194038797377 37.56718640164181, 126.86627891268229 37.5671561465166))",1.0
326,"POLYGON ((126.86624072874137 37.571662650358995, 126.86620253629421 37.57616915071943, 126.87186469379972 37.57619941563235, 126.87190254510189 37.571692910377784, 126.86624072874137 37.571662650358995))",1.0
327,"POLYGON ((126.86733277701262 37.57750503198262, 126.8683793701013 37.57752113762782, 126.86879930036172 37.57761283461092, 126.86979141559755 37.57783102822591, 126.87060052961661 37.57800846922044, 126.87144307030702 37.57809245359916, 126.87184852278233 37.57812439966654, 126.87186469379972 37.57619941563235, 126.86620253629421 37.57616915071943, 126.86619134490408 37.57748948287818, 126.86733277701262 37.57750503198262))",1.0
328,"POLYGON ((126.87827534726071 37.473485633069565, 126.87812258687323 37.47368312601102, 126.8780114143206 37.47382773827894, 126.87797952423996 37.47388091846373, 126.8778683031571 37.47406212759528, 126.87781251659767 37.47414991802839, 126.87777425952201 37.47421238022243, 126.87758404575712 37.474517962320455, 126.87748486079346 37.47467891268328, 126.87743101950205 37.47476417150549, 126.8773250994371 37.47493694569953, 126.87723601546114 37.47508044457626, 126.87711415798762 37.475278248654845, 126.8769931896852 37.47547155710672, 126.8768413897725 37.47571974035669, 126.87679056353625 37.47579992923457, 126.87669544620597 37.47595384584227, 126.87657447358015 37.4761479927826, 126.87643030154004 37.47638294733507, 126.8763697256065 37.47647889405826, 126.87625069575293 37.476673050897794, 126.87614353853708 37.47684468577933, 126.87600448119075 37.47707301804542, 126.87835015632547 37.477085382839526, 126.87838111874166 37.47334726161577, 126.87827534726071 37.473485633069565))",1.0
329,"POLYGON ((126.87598571281156 37.47710383561686, 126.8759281173886 37.47721527284313, 126.87582090340338 37.47741985854228, 126.87567185776423 37.477707173274155, 126.8756344598446 37.47778034946908, 126.87554620512496 37.47795172495901, 126.87549853984014 37.47803952138392, 126.87536084367377 37.478298412516466, 126.87532044829723 37.47837269229871, 126.87527082627584 37.478468099973, 126.87513152769222 37.47873768374133, 126.8750705596992 37.47885615441806, 126.87495854201869 37.47907199565431, 126.87485237850798 37.47928051782668, 126.87478538256867 37.47940742371216, 126.87475011457018 37.47947778973292, 126.87455675923465 37.47985346304863, 126.87440574958448 37.48014556783827, 126.87428469736503 37.48038025632564, 126.87426574164589 37.48041684282393, 126.87423512834813 37.480441587347634, 126.87419885167739 37.4804795619817, 126.87417894345036 37.480552458960595, 126.87420781844406 37.480605701877984, 126.87418177547055 37.480655805814465, 126.87413691080887 37.48075711094828, 126.87406455000695 37.48091808642383, 126.8739925696472 37.48107512703689, 126.87393919543089 37.48119388431923, 126.87387978727592 37.48132333960065, 126.87380993580747 37.48147839709999, 126.87376987571128 37.48156797402864, 126.878312821199 37.48159196601018, 126.87835015632547 37.477085382839526, 126.87600448119075 37.47707301804542, 126.87598571281156 37.47710383561686))",1.0
330,"POLYGON ((126.87375531153404 37.48160054039962, 126.87369537057633 37.481730562701806, 126.87362922782275 37.48187831017712, 126.8735726688038 37.48200100922247, 126.87351680794661 37.48212539537901, 126.8734418002967 37.48229200801627, 126.87337901366801 37.48243355926036, 126.87320436348136 37.48229568779417, 126.87318900791303 37.482283562585486, 126.87297138623352 37.482270378390815, 126.87274429650712 37.48242499563198, 126.87276861124803 37.482665470881834, 126.87278056259515 37.482802886464505, 126.87277870444372 37.48296421773924, 126.87277295114149 37.483127797672545, 126.8727685166978 37.483233947972856, 126.8727650861502 37.48338261043609, 126.87278663450655 37.483488779840734, 126.87280070693807 37.483524268932435, 126.8728575434274 37.48365666063876, 126.87287324212691 37.48367302216407, 126.87294694675194 37.48375333655968, 126.87301098718022 37.48380465382525, 126.8731477104653 37.48391461580528, 126.87323412462383 37.48400086528334, 126.87329509278611 37.48409158937332, 126.87330476206066 37.48412257687868, 126.87329741417179 37.48418113312687, 126.8731904363433 37.484239023852254, 126.87314429523022 37.48425727321626, 126.87297636808138 37.48431312224733, 126.87278352695998 37.48437035167022, 126.87274730858944 37.48437312465905, 126.87263422732185 37.484381692822836, 126.87262012034542 37.48606864924563, 126.87321715306571 37.48607181817853, 126.87330033084879 37.48598820108723, 126.87343608933246 37.48584362996625, 126.87355802780499 37.48571255799057, 126.87362494224205 37.48564026195544, 126.8736672842782 37.48556710172324, 126.87375127422409 37.48542641099791, 126.87381310599314 37.48532173618114, 126.87393954963241 37.485248666728374, 126.87409032602353 37.485200409883454, 126.87412584832144 37.48518917654377, 126.87421949204409 37.48518759194613, 126.87442090996605 37.48527368328873, 126.8745564422577 37.48536675012281, 126.87459137759402 37.48538874439432, 126.87472402362373 37.48551811842029, 126.87477815768969 37.48557309190946, 126.87485677307843 37.48567341229571, 126.87492544557867 37.48581651968266, 126.87499022812888 37.48595398178337, 126.8749944647473 37.48595624878074, 126.87500132375611 37.48597173584066, 126.87502262108717 37.48601427555589, 126.87501797105422 37.486050031176354, 126.87501361382425 37.48608133524246, 126.87827547775743 37.48609854570302, 126.878312821199 37.48159196601018, 126.87376987571128 37.48156797402864, 126.87375531153404 37.48160054039962))",1.0
331,"MULTIPOLYGON (((126.8749890140479 37.48625806925925, 126.87498932805796 37.48627299905801, 126.87499832175735 37.486490933073654, 126.87501343196257 37.486542757831984, 126.87505051654543 37.48665739535333, 126.87512138448508 37.486753490729, 126.87512349435649 37.48675630321776, 126.87513916130698 37.48679236104758, 126.87536298956911 37.48690127811977, 126.8759742574628 37.4869112267548, 126.87626185356365 37.487239551463, 126.87668873404623 37.487852692238164, 126.87669854268542 37.48790394086087, 126.87676002531931 37.48811743579014, 126.87676797933297 37.48821683415139, 126.87676937993218 37.48822359234641, 126.87680025386199 37.48835707304673, 126.87679035445798 37.48857077893258, 126.87666836558985 37.48873170468371, 126.87652296101702 37.48883656158121, 126.87638214798761 37.48894116361098, 126.87609579157368 37.48902982289126, 126.87604346837685 37.48904723860802, 126.87581682389396 37.48902813146172, 126.87563135953789 37.488895315704156, 126.87537213795075 37.48860841239545, 126.87518945050032 37.488507134921406, 126.87499741947606 37.488494540309595, 126.87471601487756 37.488577302359346, 126.87456681415318 37.488733411731324, 126.87449487461582 37.48886115807144, 126.87434416231396 37.48886014930942, 126.87407202965116 37.488795659776954, 126.87373058396741 37.48864494083705, 126.87357529013963 37.488540310478356, 126.87347946271161 37.48847939002227, 126.87326952738097 37.48829810687256, 126.87307774735177 37.48825285783528, 126.8729554006463 37.48830059306004, 126.87292252138914 37.48831350644788, 126.87274847186762 37.488430733948874, 126.872669110914 37.488553967107315, 126.87268339222997 37.48877782790191, 126.87263992948787 37.48898135190747, 126.87259530339446 37.48903599552507, 126.87258945566084 37.489735141574485, 126.87267148620388 37.48984493191917, 126.87267624626337 37.489851414222265, 126.87277059138741 37.489958781513714, 126.87283922175 37.490014339502345, 126.87314930750686 37.49020950074022, 126.87327638052619 37.49028933333271, 126.87336843656516 37.49038657857568, 126.87357693171559 37.4904816883012, 126.87375273709851 37.49047567976724, 126.87393321685498 37.49042886139007, 126.87402067862611 37.49031603338588, 126.87409064130672 37.490214475254426, 126.87409188088873 37.49020939465065, 126.87414915702543 37.48998055752513, 126.87411047036693 37.48977723265961, 126.87432243978552 37.489695524842254, 126.87457919417359 37.489769286470896, 126.87465123988623 37.489898873321444, 126.87462011285986 37.49002527663129, 126.87454589432774 37.490136974241004, 126.87449735419476 37.490209281645996, 126.87449240015106 37.49021660147397, 126.87442795942215 37.49028917069918, 126.87445369947102 37.49042687187189, 126.87458089988499 37.490539084047825, 126.87463540560685 37.49058610587848, 126.87823812599876 37.49060512191789, 126.87827547775743 37.48609854570302, 126.87501361382425 37.48608133524246, 126.8749890140479 37.48625806925925)), ((126.872673821617 37.48622009529814, 126.87268671497323 37.486224333845186, 126.87273456015967 37.48624015418472, 126.87289532352467 37.48625187075547, 126.87304222287105 37.48619797057293, 126.87313717645917 37.48615189765542, 126.87321414893192 37.486074838174176, 126.87321715306571 37.48607181817853, 126.87262012034542 37.48606864924563, 126.87261907908784 37.4861931604972, 126.872673821617 37.48622009529814)))",1.0
332,"POLYGON ((126.87464035742697 37.49059037778631, 126.87466770736484 37.490612381935016, 126.87483955957546 37.49074546438279, 126.874667845941 37.49084437350513, 126.87453459220593 37.49106837172156, 126.87437268123301 37.491221366778895, 126.87413007310944 37.49133766870572, 126.8739518480859 37.49130791339244, 126.87376842721066 37.491222399705144, 126.87355968425595 37.49106674304306, 126.87329769263074 37.49084544328321, 126.87308343602552 37.49080748598704, 126.8728639496379 37.490838485145495, 126.87271698588185 37.49081947591564, 126.8725808836759 37.49075995113046, 126.87254472902026 37.49508178851801, 126.87820076592111 37.49511169465463, 126.87823812599876 37.49060512191789, 126.87463540560685 37.49058610587848, 126.87464035742697 37.49059037778631))",2.0
333,"POLYGON ((126.87254472902026 37.49508178851801, 126.87250702076372 37.499588352936, 126.87816339752247 37.49961826391309, 126.87820076592111 37.49511169465463, 126.87254472902026 37.49508178851801))",9.0
334,"POLYGON ((126.87250702076372 37.499588352936, 126.87246930410855 37.504094913875, 126.87812602080092 37.50412482969313, 126.87816339752247 37.49961826391309, 126.87250702076372 37.499588352936))",10
335,"POLYGON ((126.87246930410855 37.504094913875, 126.87243157905277 37.50860147133484, 126.87808863575445 37.508631391994605, 126.87812602080092 37.50412482969313, 126.87246930410855 37.504094913875))",10
336,"POLYGON ((126.87243157905277 37.50860147133484, 126.87239384559442 37.513108025315375, 126.87805124238115 37.51313795081734, 126.87808863575445 37.508631391994605, 126.87243157905277 37.50860147133484))",10
337,"POLYGON ((126.87239384559442 37.513108025315375, 126.87235610373155 37.51761457581648, 126.87801384067902 37.517644506161204, 126.87805124238115 37.51313795081734, 126.87239384559442 37.513108025315375))",7.0
338,"POLYGON ((126.87235610373155 37.51761457581648, 126.87231835346215 37.52212112283797, 126.87797643064614 37.52215105802604, 126.87801384067902 37.517644506161204, 126.87235610373155 37.51761457581648))",1.0
339,"POLYGON ((126.87231835346215 37.52212112283797, 126.87228059478424 37.52662766637972, 126.87793901228052 37.526657606411696, 126.87797643064614 37.52215105802604, 126.87231835346215 37.52212112283797))",1.0
340,"POLYGON ((126.87228059478424 37.52662766637972, 126.87224282769586 37.53113420644157, 126.87790158558023 37.531164151318045, 126.87793901228052 37.526657606411696, 126.87228059478424 37.52662766637972))",1.0
341,"POLYGON ((126.87224282769586 37.53113420644157, 126.872205052195 37.53564074302336, 126.87786415054329 37.53567069274488, 126.87790158558023 37.531164151318045, 126.87224282769586 37.53113420644157))",1.0
342,"POLYGON ((126.872205052195 37.53564074302336, 126.8721672682797 37.54014727612494, 126.87782670716773 37.54017723069211, 126.87786415054329 37.53567069274488, 126.872205052195 37.53564074302336))",1.0
343,"POLYGON ((126.8721672682797 37.54014727612494, 126.87212947594799 37.54465380574619, 126.8777892554516 37.544683765159554, 126.87782670716773 37.54017723069211, 126.8721672682797 37.54014727612494))",1.0
344,"POLYGON ((126.87212947594799 37.54465380574619, 126.8720916751979 37.54916033188691, 126.87775179539292 37.54919029614707, 126.8777892554516 37.544683765159554, 126.87212947594799 37.54465380574619))",1.0
345,"POLYGON ((126.8720916751979 37.54916033188691, 126.8720538660274 37.55366685454699, 126.87771432698976 37.55369682365451, 126.87775179539292 37.54919029614707, 126.8720916751979 37.54916033188691))",10
346,"POLYGON ((126.8720538660274 37.55366685454699, 126.87201604843453 37.55817337372626, 126.87767685024012 37.558203347681726, 126.87771432698976 37.55369682365451, 126.8720538660274 37.55366685454699))",30
347,"POLYGON ((126.87201604843453 37.55817337372626, 126.87197822241731 37.562679889424594, 126.87763936514203 37.562709868228566, 126.87767685024012 37.558203347681726, 126.87201604843453 37.55817337372626))",2.0
348,"POLYGON ((126.87197822241731 37.562679889424594, 126.87194038797377 37.56718640164181, 126.87760187169356 37.56721638529488, 126.87763936514203 37.562709868228566, 126.87197822241731 37.562679889424594))",1.0
349,"POLYGON ((126.87194038797377 37.56718640164181, 126.87190254510189 37.571692910377784, 126.87756436989271 37.57172289888051, 126.87760187169356 37.56721638529488, 126.87194038797377 37.56718640164181))",1.0
350,"POLYGON ((126.87190254510189 37.571692910377784, 126.87186469379972 37.57619941563235, 126.87752685973756 37.57622940898532, 126.87756436989271 37.57172289888051, 126.87190254510189 37.571692910377784))",1.0
351,"MULTIPOLYGON (((126.87308486384606 37.578221803644645, 126.87391524891483 37.57828070055979, 126.87519538181944 37.57827448193461, 126.87626055876719 37.578185229528025, 126.87625925632419 37.5789628959237, 126.87638799464966 37.57898386343089, 126.87675422299172 37.5789434273496, 126.87707656878983 37.5789029439607, 126.87712773999931 37.57898464493457, 126.87725923403772 37.57915962910819, 126.87742728098452 37.579363654439696, 126.8774998025556 37.57947946247863, 126.87752685973756 37.57622940898532, 126.87186469379972 37.57619941563235, 126.87184852278233 37.57812439966654, 126.87308486384606 37.578221803644645)), ((126.87742618938192 37.580022218794326, 126.87736749268 37.58011535617727, 126.87738931428083 37.580179574619514, 126.87745515966684 37.580261298923624, 126.8774695839114 37.58030804786986, 126.87747689500392 37.580383793757356, 126.87746201929157 37.58050034714977, 126.87741791682708 37.58063995381991, 126.87730472568802 37.58073494185732, 126.87748934122605 37.58073591560914, 126.87749594644299 37.57994260820677, 126.87742618938192 37.580022218794326)))",1.0
352,"POLYGON ((126.87716123977636 37.58085535223256, 126.87691930606088 37.581033889112376, 126.876662788596 37.581259990126505, 126.87662545036252 37.58137595385514, 126.87667137059428 37.58163250347707, 126.87695832289829 37.58203712288312, 126.87704967414612 37.58220615412408, 126.8770843078846 37.58254574564987, 126.87709105881046 37.58274087984919, 126.87709841286109 37.582892919145294, 126.8770752712971 37.58298215590309, 126.87706210950716 37.58302719086208, 126.87699581258231 37.583216328152, 126.87698773748843 37.583388064986686, 126.87714675196192 37.58360982217206, 126.87725085054726 37.58377463878968, 126.87733124546898 37.584047840965326, 126.87729370720842 37.58417365945048, 126.87716498769569 37.58423827685587, 126.87697376465536 37.58423892249364, 126.87677879033866 37.58414607745104, 126.87669635268078 37.58414993595875, 126.87662344083829 37.584164500817934, 126.87656174955399 37.584244677245515, 126.87653789836776 37.58444033689766, 126.87674578372837 37.5846376472829, 126.87692496754192 37.58474905417433, 126.87708688434905 37.584827494200375, 126.87719337737802 37.58493601338893, 126.87724720022973 37.58511963509581, 126.8772521883106 37.58524136570783, 126.8774518143563 37.58524241875186, 126.87748934122605 37.58073591560914, 126.87730472568802 37.58073494185732, 126.87716123977636 37.58085535223256))",1.0
353,"POLYGON ((126.87726573007866 37.58557184138112, 126.87744541349682 37.58601098058977, 126.8774518143563 37.58524241875186, 126.8772521883106 37.58524136570783, 126.87726573007866 37.58557184138112))",1.0
354,"POLYGON ((126.88378214519236 37.463181520066115, 126.883479490389 37.4635918962526, 126.88411578015418 37.463595214266455, 126.88412176938193 37.462865056866605, 126.88378214519236 37.463181520066115))",1.0
