,자치구,동,단독주택,공동주택,기타주택,학교,일반업무,판매시설,숙박시설,종교시설,의료시설,공장 및 창고,작업장,위락오락시설,음식점,일상서비스시설,기타
414,중랑구,면목3.8동,6,4,0,0,1,1,0,0,0,0,1,0,3,1,0
415,중랑구,면목4동,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0
416,중랑구,면목5동,2,0,0,0,0,0,0,0,0,1,0,0,1,1,0
417,중랑구,면목7동,18,2,0,0,0,3,0,0,0,0,0,0,1,1,2
418,중랑구,면목본동,20,6,0,0,1,1,0,0,0,1,3,0,5,4,0
419,중랑구,묵1동,4,9,0,0,0,2,0,0,0,0,0,1,2,1,1
420,중랑구,묵2동,4,6,0,0,0,2,0,0,0,2,0,0,3,2,0
421,중랑구,상봉1동,3,5,0,0,1,0,0,0,0,1,0,0,0,1,0
422,중랑구,상봉2동,4,9,0,0,5,1,3,0,0,0,0,0,8,4,0
423,중랑구,신내1동,1,6,0,0,0,3,0,0,0,1,0,0,0,0,0
424,중랑구,신내2동,0,11,0,0,1,1,0,0,0,0,0,0,0,0,2
425,중랑구,중화1동,4,3,0,0,0,2,0,1,0,2,0,0,1,2,0
426,중랑구,중화2동,13,7,0,0,2,4,0,0,0,1,1,0,7,1,1
427,강남구,강남구 전체,77,153,2,5,142,34,11,3,15,0,1,10,94,36,41
428,강동구,강동구 전체,75,99,0,2,26,14,8,3,4,7,5,6,35,12,19
429,강북구,강북구 전체,84,75,0,0,13,10,4,4,2,1,3,5,29,17,10
430,강서구,강서구 전체,38,120,0,1,64,14,7,5,1,6,2,8,48,7,30
431,관악구,관악구 전체,156,100,0,16,41,11,4,5,2,1,7,9,54,39,17
432,광진구,광진구 전체,89,64,0,3,25,13,2,0,1,2,5,2,41,14,8
433,구로구,구로구 전체,55,110,0,3,18,30,6,3,1,25,4,6,23,9,20
434,금천구,금천구 전체,82,57,0,3,32,20,2,0,4,24,2,4,24,10,7
435,노원구,노원구 전체,29,133,0,5,15,10,2,2,4,3,3,2,33,10,19
436,도봉구,도봉구 전체,50,110,2,1,13,12,0,2,0,2,8,2,24,10,29
437,동대문구,동대문구 전체,57,45,17,6,32,11,6,3,1,11,13,3,29,29,13
438,동작구,동작구 전체,66,95,1,1,3,12,0,1,1,3,1,2,30,10,11
439,마포구,마포구 전체,66,111,3,3,47,22,4,3,2,7,1,2,76,21,22
440,서대문구,서대문구 전체,70,124,6,5,24,16,8,2,4,0,3,3,47,24,18
441,서초구,서초구 전체,27,112,8,0,68,8,3,0,2,2,0,1,45,8,41
442,성동구,성동구 전체,75,67,2,3,37,13,1,0,0,20,24,2,33,20,21
443,성북구,성북구 전체,51,68,0,8,4,11,1,3,3,10,8,1,22,20,9
444,송파구,송파구 전체,59,188,1,1,29,24,4,4,7,2,3,8,47,14,25
445,양천구,양천구 전체,27,124,0,1,10,19,0,2,3,4,1,1,22,8,18
446,영등포구,영등포구 전체,47,75,2,4,55,19,7,4,3,14,13,8,72,15,19
447,용산구,용산구 전체,68,79,7,0,27,8,3,1,3,2,3,3,55,15,14
448,은평구,은평구 전체,61,117,1,5,16,8,1,6,8,4,4,6,34,14,8
449,종로구,종로구 전체,51,55,3,7,14,22,9,1,4,6,11,5,61,9,30
450,중구,중구 전체,17,39,2,3,47,28,10,2,2,10,19,4,47,11,18
451,중랑구,중랑구 전체,117,95,0,0,12,23,4,1,0,12,6,3,38,21,8
