연번,비상소화장치일련번호,비상소화장치고유번호,geometry
1389,110081667,000056,POINT (127.16847214350388 37.576921667354206)
1390,110080015,206,POINT (127.00496512772465 37.599822238347606)
1391,110080018,209,POINT (126.99181289158027 37.593599615100274)
1392,110080019,210,POINT (126.99470028067067 37.59494349989989)
1393,110080167,46,POINT (126.92275293711101 37.58096473525328)
1394,110081286,008,POINT (127.06286356725259 37.59219177928626)
1395,110081289,010,POINT (127.06404415573046 37.601699271430284)
1396,110081291,012,POINT (127.04533032850532 37.587410690381475)
1397,110081292,013(0038),POINT (127.05519927477421 37.585619045267755)
1398,110081293,031,POINT (127.0450892294885 37.58199951162573)
1399,110081294,006,POINT (127.05923662974514 37.56680910935474)
1400,110081295,036,POINT (127.04555100790317 37.58809025187502)
1401,110081296,037(1326),POINT (127.05059965366908 37.5827609999956)
1402,110081299,016(3077),POINT (127.05004889482605 37.58218801546278)
1403,110081300,017,POINT (127.06170618420774 37.59414027238723)
1404,110081301,018,POINT (127.0604457343053 37.591743937852726)
1405,110081302,019,POINT (127.06158325291247 37.593260590325556)
1406,110081304,020,POINT (127.04351504108052 37.58127146606828)
1407,110081305,033,POINT (127.03468111839577 37.5836814824483)
1408,110081308,007,POINT (127.05815475171406 37.56693510172489)
1409,110081309,043,POINT (127.0400789692038 37.580938531405124)
1410,110081128,000098,POINT (127.02864266231862 37.561543997165025)
1411,110081129,000099,POINT (127.08836275538931 37.56783210874307)
1412,110081133,000107,POINT (127.05223519574993 37.538862172819826)
1413,110081130,000083,POINT (127.07377845713626 37.532304930310325)
1414,110081135,000110,POINT (127.06816036023496 37.53904004120579)
1415,110081137,000132,POINT (127.06386969929214 37.53860910616612)
1416,110081138,000133,POINT (127.04219546123782 37.5707331696808)
1417,110081139,000134,POINT (127.09758332794951 37.55403650391486)
1418,110081142,000111,POINT (126.97449074079252 37.552849331750416)
1419,110082160,000037,POINT (126.9724173165025 37.47757979489748)
1420,110082162,000034,POINT (126.92028765183248 37.47669925569057)
1421,110082163,000011,POINT (126.93229426002982 37.475965008242994)
1422,110082164,000043,POINT (126.94114671840387 37.47373331236318)
1423,110081387,000048,POINT (126.92654622872381 37.53208931085133)
1424,110082935,000110,POINT (127.13210741677135 37.540716309883614)
1425,110082936,106,POINT (127.05141996405676 37.614347440002895)
1426,110082937,000082,POINT (127.11654687744223 37.466055784304196)
1427,110082955,4-25,POINT (127.00070635721168 37.57059471841393)
1428,110083021,000111,POINT (126.9459811556461 37.546975720948325)
1429,110083034,000089,POINT (127.07143624109275 37.46233195528698)
1430,110081363,000032,POINT (126.89625947775968 37.509620385457886)
1431,110081369,000019,POINT (126.90315109626489 37.50615731339191)
1432,110081391,000051,POINT (126.90623593916443 37.497513747057454)
1433,110082514,3-6,POINT (127.10204015173076 37.58906481303687)
1434,110080007,202,POINT (127.00177558028768 37.59499457574254)
1435,110081437,9,POINT (127.00264752696822 37.59348298399314)
1436,110081141,000047,POINT (127.08781700971069 37.543113295423936)
1437,110080793,17,POINT (127.00651512790483 37.548087643324045)
1438,110081840,13,POINT (127.04125704274833 37.669984353443034)
1439,110080378,36,POINT (126.84344012499068 37.546046578147035)
1440,110082516,3-23,POINT (127.09658694493508 37.58620450203781)
1441,110082517,3-2,POINT (127.1029996550698 37.59775390041233)
1442,110080622,000261,POINT (126.97519428825491 37.55820407900423)
1443,110080623,000262,POINT (126.98417653382975 37.55894614406195)
1444,110080624,000263,POINT (126.98160729507553 37.555224884129565)
1445,110080627,000266,POINT (126.98431510534684 37.556832400352036)
1446,110080632,000246,POINT (126.98044176276305 37.55667280984791)
1447,110080633,000247,POINT (126.9680338670811 37.55687684955317)
1448,110080635,000249,POINT (126.98755997539718 37.55970252051078)
1449,110082512,3-1,POINT (127.10279127846631 37.59369888162566)
1450,110080636,000251,POINT (126.96592948820532 37.55735291175978)
1451,110080637,4-43,POINT (127.00520057758413 37.584478076182194)
1452,110080639,3-08,POINT (126.99396832383925 37.56952771843831)
1453,110080640,117,POINT (126.95626345953903 37.565473957287345)
1454,110080642,3-18,POINT (126.98573498600082 37.58212343584948)
1455,110080644,2-22,POINT (126.97084058628862 37.57809953871526)
1456,110080645,2-29,POINT (126.9721682268448 37.5788494956692)
1457,110080646,5-27,POINT (126.97818846548628 37.61611987720197)
1458,110080648,3-28,POINT (126.9885768031021 37.57537199952765)
1459,110080649,000394,POINT (126.96705135883586 37.557272673271946)
1460,110080650,000395,POINT (126.97471707661518 37.55464719878146)
1461,110080653,111,POINT (126.95824502835683 37.56322431192571)
1462,110080659,94,POINT (126.95798715264621 37.56106352556337)
1463,110080660,90,POINT (126.95993785682657 37.559588945381144)
1464,110082513,3-4,POINT (127.0986689931291 37.5967050310283)
1465,110082470,026,POINT (126.86476275721336 37.54474470932763)
1466,110082473,029,POINT (126.86794220254843 37.53862004692377)
1467,110082474,030,POINT (126.86667248214877 37.53393828055805)
1468,110082475,031,POINT (126.82907502013884 37.53119761638263)
1469,110082477,034,POINT (126.8274388429853 37.521871735023694)
1470,110080526,1-01,POINT (126.98011314597187 37.582925038879324)
1471,110080527,5-35,POINT (126.95751102632786 37.60094020428214)
1472,110080528,5-09,POINT (126.96752499638006 37.597536105444846)
1473,110080529,5-10,POINT (126.96593324048901 37.593811537930065)
1474,110080532,3-09,POINT (126.99488130118866 37.56939649479764)
1475,110080533,3-13,POINT (126.99029729459949 37.57225977320942)
1476,110080534,139,POINT (126.95348367676226 37.57727833086133)
1477,110080535,3-01,POINT (126.98849267410809 37.58000768910494)
1478,110080536,2-32,POINT (126.96221598205132 37.57381047700021)
1479,110080537,2-33,POINT (126.96263455227408 37.57322143466107)
1480,110080539,000062,POINT (126.96404448339744 37.55729407597759)
1481,110080540,361,POINT (126.98114408090699 37.55680762231201)
1482,110080541,191,POINT (126.9769902408875 37.55987644963026)
1483,110080543,193,POINT (126.9788081684118 37.56013051566651)
1484,110080544,5-05,POINT (126.95631653301388 37.60539859065546)
1485,110080546,000370,POINT (126.97649467211659 37.559453077424145)
1486,110080547,371,POINT (126.97954662308015 37.56062849996229)
1487,110080552,000379,POINT (126.9806642201381 37.55721324148095)
1488,110080553,000380,POINT (126.9761247269522 37.56017252304327)
1489,110080554,000381,POINT (126.97705103290737 37.55892457645739)
1490,110080555,000382,POINT (126.98022427089936 37.55757094790026)
1491,110080556,000383,POINT (126.98119589423253 37.5563574053123)
1492,110080559,121,POINT (126.96160577808756 37.570127463947586)
1493,110080560,123,POINT (126.9598114253362 37.57072719661302)
1494,110080561,1-04,POINT (126.98032602482003 37.583810797883544)
1495,110080563,3-20,POINT (126.98327029289223 37.58246310771541)
1496,110080565,000393,POINT (126.9791418423478 37.55713413664938)
1497,110080566,4-01,POINT (127.00049175783083 37.569575893679094)
1498,110082434,000015,POINT (127.1259911608992 37.469254879757884)
1499,110082438,036,POINT (126.85148891419671 37.515624395499266)
1500,110082439,037,POINT (126.86599640820775 37.54206943266505)
1501,110080782,6-45,POINT (127.00954695594214 37.57971498530611)
1502,110080783,6-51,POINT (127.01150424724061 37.577323351113066)
1503,110080784,6-52,POINT (127.01247834372518 37.57721603907318)
1504,110080785,6-60,POINT (127.01184445204504 37.57381063652505)
1505,110080787,13,POINT (127.0040201963531 37.55167421611496)
1506,110080788,000014,POINT (126.99453255617476 37.554764911870926)
1507,110080790,19,POINT (127.00562136478851 37.550086683044846)
1508,110080791,000015,POINT (127.00853832887417 37.56135617602687)
1509,110080792,6-31,POINT (127.02010518419175 37.572475778722925)
1510,110080794,18,POINT (127.00923849546666 37.55204504797731)
1511,110080795,6-64,POINT (127.01382521501792 37.57680708184182)
1512,110080796,6-01,POINT (127.02038812410035 37.57759480403504)
1513,110080798,6-44,POINT (127.00827125111464 37.57542999076652)
1514,110080799,4-07,POINT (127.00777265526658 37.57685327876986)
1515,110080800,000025,POINT (126.99453965930822 37.56320861833581)
1516,110080801,24,POINT (127.00495730020693 37.55061031198706)
1517,110080802,6-35,POINT (127.0096516636947 37.578827551107686)
1518,110080804,000035,POINT (127.00927730293878 37.56033271170639)
1519,110080806,6-15,POINT (127.01197188019032 37.57062283293079)
1520,110080807,6-17,POINT (127.01269619813175 37.57073045036262)
1521,110080808,6-24,POINT (127.01461272905003 37.57068196639291)
1522,110080809,6-25,POINT (127.01418284698462 37.5714749496818)
1523,110080810,6-14,POINT (127.01198105344093 37.57122818433429)
1524,110080811,4-08,POINT (127.00598365214883 37.577490988971206)
1525,110080812,000039,POINT (127.00171606360446 37.55902906526109)
1526,110080814,000045,POINT (127.01902512400204 37.56701314933521)
1527,110080816,000047,POINT (127.01332586793166 37.56135567867426)
1528,110080817,000048,POINT (126.99723637025363 37.56345762114556)
1529,110080818,000042,POINT (127.00547155530403 37.56548410224303)
1530,110080820,000051,POINT (127.00360855425185 37.56564365915503)
1531,110080821,000049,POINT (126.99939751076975 37.56835919324821)
1532,110080824,000044,POINT (126.99565777068386 37.567486110688115)
1533,110082242,000099,POINT (126.93542615482701 37.46663636024171)
1534,110082243,000100,POINT (126.97862490672232 37.47368040793619)
1535,110082245,000135,POINT (126.92098522739303 37.477491588984236)
1536,110082247,000138,POINT (126.91051696382976 37.47220044882473)
1537,110082248,000214,POINT (126.96975102214783 37.48041988484267)
1538,110082333,000121,POINT (126.93735805376464 37.50753087929767)
1539,110082334,000122,POINT (126.97851602067549 37.49159087187502)
1540,110082336,000062,POINT (126.9353116074123 37.47870830508482)
1541,110082338,000041,POINT (126.94319784645218 37.50925249156444)
1542,110082339,000042,POINT (126.95629606685974 37.50793931987566)
1543,110082340,000043,POINT (126.95643870361404 37.5090026395254)
1544,110082341,000044,POINT (126.95443242890211 37.5107780084973)
1545,110082328,000051,POINT (126.93494496078297 37.482476537798064)
1546,110082329,000052,POINT (126.9331295974739 37.48114324694073)
1547,110082331,000058,POINT (126.91514049697084 37.461641985127514)
1548,110082342,000045,POINT (126.95510368016456 37.505626484201294)
1549,110082025,000067,POINT (126.91078059802578 37.46083391315633)
1550,110082026,000069,POINT (126.90887695948383 37.46075807416222)
1551,110082027,000077,POINT (126.91152461339823 37.4639579381189)
1552,110082032,000019,POINT (126.88492030601451 37.483861379468294)
1553,110082034,000053,POINT (126.88076459732352 37.51100389949142)
1554,110082035,000049,POINT (126.90435111681063 37.458789558903185)
1555,110082036,3-7,POINT (127.07691741093429 37.62280339518061)
1556,110082039,4-10,POINT (127.08173902959648 37.59840042614397)
1557,110082040,4-11,POINT (127.07501729527554 37.59577380935056)
1558,110082041,4-12,POINT (127.079325072798 37.595826142503334)
1559,110082043,4-1,POINT (127.0628119122728 37.61672821938154)
1560,110082044,4-3,POINT (127.0564244989833 37.622701325419186)
1561,110082045,4-4,POINT (127.05448781240538 37.62410129675938)
1562,110082046,4-5,POINT (127.06132100974246 37.62047328912402)
1563,110082047,4-6,POINT (127.059604441316 37.62458810247331)
1564,110082443,041,POINT (126.87097519339858 37.537539939666665)
1565,110082444,042,POINT (126.86491359699878 37.53514273260478)
1566,110082445,043,POINT (126.84922233640302 37.5172300761698)
1567,110082447,046,POINT (126.82757533519705 37.53185035074401)
1568,110082450,050,POINT (126.82499262272657 37.53186682642207)
1569,110082451,001,POINT (126.87672697367769 37.52145562716022)
1570,110082452,002,POINT (126.86639802979208 37.50561179148349)
1571,110082453,004,POINT (126.87211108683287 37.542875932904565)
1572,110082455,006,POINT (126.83688965026698 37.51530776553701)
1573,110082456,007,POINT (126.82650969879205 37.53389001415562)
1574,110082457,009,POINT (126.83364322534713 37.523057607012674)
1575,110082462,014,POINT (126.8322809589659 37.537717230156)
1576,110082463,016,POINT (126.86709034372475 37.53690644085734)
1577,110080864,6-29,POINT (127.0189560511632 37.572354741355134)
1578,110080865,6-26,POINT (127.01416943918616 37.57197684752174)
1579,110080866,000081,POINT (126.99849046214113 37.564886029053234)
1580,110080868,000088,POINT (127.00290937396647 37.56550729719683)
1581,110080869,6-39,POINT (127.00856098596627 37.5740685124541)
1582,110080870,6-40,POINT (127.00720691723045 37.574465393272064)
1583,110080871,4-14,POINT (127.00667788328495 37.577199429067235)
1584,110080874,000094,POINT (127.00098436263461 37.55879154536507)
1585,110080860,6-58,POINT (127.00957880045912 37.57402256724337)
1586,110080861,6-38,POINT (127.00921346281166 37.57594444003683)
1587,110080863,6-11,POINT (127.0162226937099 37.57868779291559)
1588,110080875,000095,POINT (126.99545934273799 37.5645165142024)
1589,110080876,000098,POINT (126.99561973668838 37.562370836113004)
1590,110080045,67,POINT (126.92783212570546 37.58583127623701)
1591,110080046,78,POINT (126.94706631061133 37.589980350737065)
1592,110080048,44,POINT (126.91860048713984 37.581922596126496)
1593,110080049,65,POINT (126.90524484042857 37.58673407919128)
1594,110080051,67,POINT (126.90551924053312 37.58527391600803)
1595,110080053,68,POINT (126.91224605134185 37.62694081021308)
1596,110080056,20,POINT (126.93478792002492 37.56669430882466)
1597,110080059,38,POINT (126.91390223958933 37.579119363221345)
1598,110080060,59,POINT (126.94651553537743 37.59916110809567)
1599,110080061,70,POINT (126.90716491442512 37.595358178690255)
1600,110080062,79,POINT (126.95103375526391 37.593666469793796)
1601,110080064,24,POINT (126.94046150841454 37.558329235139965)
1602,110080065,27,POINT (126.9480571141298 37.55831712393903)
1603,110080069,72,POINT (126.90513983031401 37.584732301437136)
1604,110080070,74,POINT (126.90585682553049 37.6156184228048)
1605,110080071,62,POINT (126.9508215898598 37.60554081050692)
1606,110080074,33,POINT (126.90693175209788 37.576723030393794)
1607,110080075,76,POINT (126.90792871726345 37.605695666390076)
1608,110080076,34,POINT (126.92621082225497 37.58571773683267)
1609,110080079,78,POINT (126.88971417780006 37.587600294853814)
1610,110080080,48,POINT (126.94898070704686 37.584834314761494)
1611,110080081,80,POINT (126.92507759744704 37.62411594357351)
1612,110080084,80,POINT (126.9526633570305 37.59111199252044)
1613,110080085,63,POINT (126.9512640631357 37.598473183755424)
1614,110080087,1,POINT (126.90732953895946 37.603810512428765)
1615,110080088,43,POINT (126.91560516432493 37.578687483779895)
1616,110080090,50,POINT (126.95064516409165 37.599929390072894)
1617,110080091,2,POINT (126.91451616238955 37.6235703117045)
1618,110080096,64,POINT (126.93183113089607 37.587241370972684)
1619,110080097,65,POINT (126.93223494717995 37.58641967502866)
1620,110080098,3,POINT (126.93447634524314 37.6000548911665)
1621,110080099,4,POINT (126.90018220717675 37.582722082116156)
1622,110080100,5,POINT (126.92118444191064 37.62150116610665)
1623,110080101,6,POINT (126.92113491383735 37.62336617793584)
1624,110080774,6-42,POINT (127.00632230189464 37.575214552547585)
1625,110080775,000004,POINT (127.00822760126336 37.5607959523831)
1626,110080777,3,POINT (127.00574805007628 37.54911042072853)
1627,110080778,000001,POINT (127.00610788738503 37.55522883493831)
1628,110082049,4-4,POINT (127.08562121804437 37.598154806176794)
1629,110082050,4-5,POINT (127.08678085776694 37.59957069107654)
1630,110082052,4-7,POINT (127.08878570911091 37.60198238274613)
1631,110082054,4-1,POINT (127.07467899366722 37.5973786657672)
1632,110082056,3-5,POINT (127.07834611510886 37.62359106464166)
1633,110082057,3-6,POINT (127.07812955533038 37.623044385692694)
1634,110082058,4-8,POINT (127.05831288863006 37.63229615080849)
1635,110082061,3-1,POINT (127.07744882974227 37.62299222509942)
1636,110082062,3-2,POINT (127.07733166124021 37.62343432255482)
1637,110082063,3-3,POINT (127.07540331163942 37.62228503811229)
1638,110080662,000294,POINT (126.96728767322438 37.55777147634237)
1639,110080665,4-46,POINT (126.99632832144634 37.570035038477656)
1640,110080666,4-47,POINT (126.99736346377978 37.56940117992557)
1641,110080668,000298,POINT (126.98577331171825 37.5578247650213)
1642,110080669,4-45,POINT (126.9972129893244 37.56984617381432)
1643,110080670,000283,POINT (126.96197268590504 37.55856410809248)
1644,110080671,000284,POINT (126.96519121373298 37.556683211650466)
1645,110082515,3-15,POINT (127.09009959021273 37.59006636950514)
1646,110080672,4-44,POINT (126.99659890913865 37.56919813281716)
1647,110080673,000286,POINT (126.979632141774 37.55643951401193)
1648,110080677,3-02,POINT (126.98998261534906 37.576199431647765)
1649,110080679,2-36,POINT (126.96624597121438 37.572993498849506)
1650,110080680,3-05,POINT (126.99085380046996 37.5687372888529)
1651,110080681,2-06,POINT (126.96632554758317 37.58544493928851)
1652,110080682,3-03,POINT (126.99049419722715 37.5693792936949)
1653,110080683,2-08,POINT (126.96656310616996 37.58447727730273)
1654,110080685,5-32,POINT (126.96511098344837 37.605497204317)
1655,110080686,000242,POINT (126.98647686970469 37.5595171095784)
1656,110080687,115,POINT (126.95866349405608 37.56352404550901)
1657,110080688,134,POINT (126.95990125650495 37.56556038702597)
1658,110080689,1-11,POINT (126.98674077609536 37.570942636650436)
1659,110080690,1-12,POINT (126.98592232372222 37.57127872705174)
1660,110080692,3-32,POINT (126.98895005547145 37.58350128508562)
1661,110080693,88,POINT (126.96705826487485 37.56305412607691)
1662,110080695,1-14,POINT (126.98236436466475 37.58298997673813)
1663,110080696,4-50,POINT (127.00542841414206 37.579627405676966)
1664,110080697,4-51,POINT (127.00053946270599 37.57195374067452)
1665,110080698,2-13,POINT (126.96466953424073 37.582739419818644)
1666,110080701,137,POINT (126.96523121562795 37.56618088927106)
1667,110080703,2-03,POINT (126.96826197776443 37.58718950904273)
1668,110080704,2-04,POINT (126.96688903277102 37.585868893170236)
1669,110080706,5-08,POINT (126.95509644079576 37.61361663518424)
1670,110080707,2-11,POINT (126.96685934764751 37.582897767193614)
1671,110080708,000329,POINT (126.97845032788996 37.56195016773243)
1672,110080709,1-16,POINT (126.98453644961454 37.575155601340605)
1673,110080711,96,POINT (126.95812832713541 37.55892447925321)
1674,110080713,000328,POINT (126.9837933734033 37.55792320664786)
1675,110080714,000330,POINT (126.98453826118185 37.558786482162596)
1676,110080715,118,POINT (126.95454792719511 37.565892747740996)
1677,110080716,1-18,POINT (126.98117874821227 37.58077995760783)
1678,110080717,103,POINT (126.94942299742408 37.55823159220986)
1679,110080719,3-27,POINT (126.98959250043652 37.57603337810366)
1680,110080721,1-20,POINT (126.98004868986732 37.58371208656168)
1681,110080722,4-52,POINT (126.99563953128784 37.59016256863791)
1682,110082426,000025,POINT (127.12609946489539 37.47013920157244)
1683,110082427,000003,POINT (127.15382385283571 37.50157929011712)
1684,110082428,000016,POINT (127.11792787538809 37.53720666124043)
1685,110082429,000028,POINT (127.15803407815683 37.49173621128815)
1686,110082431,000035,POINT (127.15453949479914 37.500271993400325)
1687,110082432,000031,POINT (127.12012422514458 37.5338794209512)
1688,110080305,000011,POINT (127.09269296930911 37.45971944416691)
1689,110080306,000004,POINT (127.0898131784094 37.459690129044716)
1690,110080307,000016,POINT (127.01653837824216 37.51622110865039)
1691,110080308,000017,POINT (127.02013206210358 37.50528371803614)
1692,110080309,000001,POINT (127.08822851734304 37.46033561521075)
1693,110080315,000025,POINT (127.05567919471744 37.46247238719768)
1694,110080317,000026,POINT (126.9898170837994 37.46409648185479)
1695,110080368,26,POINT (126.8605923050987 37.55134963272646)
1696,110082167,000076,POINT (126.91341949963751 37.48998236669262)
1697,110082168,000078,POINT (126.93347027182567 37.49304994738586)
1698,110082169,000080,POINT (126.9364059748517 37.4989202047477)
1699,110082170,000081,POINT (126.93718825001513 37.49815385701789)
1700,110082171,000057,POINT (126.94224714937344 37.47388711550938)
1701,110082174,000093,POINT (126.92414204781429 37.467124831870045)
1702,110082176,000060,POINT (126.9250923040624 37.47426688076362)
1703,110082177,000039,POINT (126.91645694286734 37.47930851813582)
1704,110082479,022,POINT (126.85470867649181 37.52191165985988)
1705,110082490,2-15,POINT (127.09371312263795 37.5781261027152)
1706,110082491,2-16,POINT (127.08925782030657 37.57500179020929)
1707,110082494,2-17,POINT (127.07741622667838 37.58721721401936)
1708,110082495,2-18,POINT (127.08702022302553 37.57494596994908)
1709,110082496,2-19,POINT (127.08920984835241 37.578043222304245)
1710,110082497,3-25,POINT (127.10276187589253 37.592072648894835)
1711,110082498,3-26,POINT (127.09682359921145 37.59533769051237)
1712,110082501,4-16,POINT (127.07320501527029 37.59555698985312)
1713,110082503,2-20,POINT (127.08686082352033 37.58362396245378)
1714,110082504,3-28,POINT (127.09000953403283 37.59253400463283)
1715,110082506,2-10,POINT (127.08510345874528 37.57782134182576)
1716,110082507,3-18,POINT (127.10342285795575 37.59697410141404)
1717,110082508,3-14,POINT (127.08793084621351 37.58951262718173)
1718,110082510,2-7,POINT (127.08200078145218 37.585499348803076)
1719,110082511,2-11,POINT (127.09035877396495 37.57945568140754)
1720,110082469,024,POINT (126.85382131491292 37.520564767831)
1721,110082465,018,POINT (126.84290222479234 37.52477296329471)
1722,110082466,020,POINT (126.85370725507079 37.521004291782155)
1723,110082467,021,POINT (126.87603284623724 37.520564299660606)
1724,110082064,4-9,POINT (127.05590767942671 37.62508899494978)
1725,110082065,4-9,POINT (127.0868947710541 37.59846290079762)
1726,110082066,4-2,POINT (127.08253190450819 37.59306046156478)
1727,110082068,5-5,POINT (127.06076729378711 37.674109620477374)
1728,110082069,1-1,POINT (127.08832357109729 37.64448446708353)
1729,110082070,1-2,POINT (127.08606554904009 37.64295942009409)
1730,110082071,1-3,POINT (127.08766166481416 37.641109735354156)
1731,110082074,1-10,POINT (127.08421888987398 37.64113175528743)
1732,110082075,1-11,POINT (127.08654904507684 37.64198699607977)
1733,110082077,1-4,POINT (127.08554594703565 37.64190212501326)
1734,110082078,1-5,POINT (127.08361178328784 37.64180387008809)
1735,110082079,1-6,POINT (127.08389972019468 37.64077890292399)
1736,110080723,2-27,POINT (126.96492940383212 37.58248301707797)
1737,110080724,3-36,POINT (126.98187218220302 37.58056912711148)
1738,110080725,5-18,POINT (126.96686736428465 37.59786578813977)
1739,110082283,000121,POINT (126.97508019401974 37.47382513411936)
1740,110082285,000132,POINT (126.95094992694986 37.48585177381923)
1741,110082286,000252,POINT (126.93911414390944 37.49467324674795)
1742,110082287,000253,POINT (126.93760463307697 37.49426116859003)
1743,110082288,000254,POINT (126.9078941693006 37.48598236848245)
1744,110082291,000248,POINT (126.9546437130723 37.491637094825805)
1745,110082292,000249,POINT (126.95314217963312 37.501941791714266)
1746,110082255,000102,POINT (126.96547686845419 37.47473700821274)
1747,110082293,000250,POINT (126.96915982191526 37.477637164667215)
1748,110082256,000097,POINT (126.94186780328417 37.474799651091516)
1749,110081374,000037,POINT (126.91297580069975 37.50820539528097)
1750,110082442,040,POINT (126.86641791073245 37.53435520966641)
1751,110080109,14,POINT (126.9261432618524 37.61846573833215)
1752,110080110,15,POINT (126.92152086144675 37.622026749187995)
1753,110080112,25,POINT (126.94192645265298 37.55743906253363)
1754,110080113,21,POINT (126.93966556360408 37.55707393207587)
1755,110080115,18,POINT (126.90594733762819 37.595095496978544)
1756,110080117,45,POINT (126.93475203750195 37.58415611492251)
1757,110080118,20,POINT (126.90346814144229 37.59135497330008)
1758,110080119,35,POINT (126.91391357017129 37.57814678339441)
1759,110080120,69,POINT (126.94790310188817 37.58371030456232)
1760,110080121,21,POINT (126.91369668421271 37.62520710560952)
1761,110080125,51,POINT (126.94742127932224 37.60187745471189)
1762,110080126,52,POINT (126.94556457038524 37.60055692458979)
1763,110080127,16,POINT (126.92867695997806 37.60622315254618)
1764,110080128,17,POINT (126.93506331715642 37.59862514505825)
1765,110080129,66,POINT (126.93089117218264 37.58694186105624)
1766,110080130,54,POINT (126.93206002575472 37.59343411055553)
1767,110080132,36,POINT (126.91566438001463 37.58287547128616)
1768,110080134,24,POINT (126.92251657237075 37.62669602824236)
1769,110080135,25,POINT (126.92558320098142 37.62516398915727)
1770,110080136,26,POINT (126.92244164994268 37.62098279460563)
1771,110080137,27,POINT (126.92149558541574 37.62431206045217)
1772,110080138,28,POINT (126.94659522097994 37.63810491948709)
1773,110080140,30,POINT (126.90980460591898 37.59442053637464)
1774,110080142,32,POINT (126.92899397665626 37.61299952581214)
1775,110080143,33,POINT (126.91446538256243 37.62956991926276)
1776,110080148,38,POINT (126.92416042136902 37.61086182951856)
1777,110080150,40,POINT (126.93141789894104 37.604593955126106)
1778,110080155,53,POINT (126.95487503917711 37.59655625812221)
1779,110080157,15,POINT (126.93329784978356 37.564506173563906)
1780,110081144,000113,POINT (127.0008711301726 37.53002515392045)
1781,110081145,000114,POINT (126.95987930209198 37.54133650428506)
1782,110081146,000115,POINT (126.99763742390185 37.522190243656496)
1783,110081674,000065,POINT (127.13520231344253 37.54009834086506)
1784,110081675,000066,POINT (127.1349665101886 37.53122980270601)
1785,110081676,000067,POINT (127.13460762521044 37.5642009685345)
1786,110081677,000068,POINT (127.14163227081816 37.530304112561396)
1787,110081683,000075,POINT (127.12095179812468 37.541374773735384)
1788,110081686,000053,POINT (127.130880101527 37.53933067375642)
1789,110081688,000059,POINT (127.13024787358714 37.543346073720784)
1790,110081689,000095,POINT (127.15868752985601 37.569534185008756)
1791,110081691,000096,POINT (127.13035466427947 37.539719951661105)
1792,110081700,000107,POINT (127.15906829490727 37.55708943250279)
1793,110081701,000106,POINT (127.1276703841582 37.53361852559936)
1794,110081705,000107,POINT (126.9405138514076 37.553825522271076)
1795,110081707,000002,POINT (126.94791301268279 37.55190658729608)
1796,110081708,000003,POINT (126.95623264997391 37.549581445271464)
1797,110082212,000068,POINT (126.961518380185 37.4751105905285)
1798,110082214,000079,POINT (126.93625278589705 37.46366871140131)
1799,110082217,000091,POINT (126.91653763266682 37.46367855603302)
1800,110082218,000067,POINT (126.93309339847217 37.49115343313922)
1801,110082219,000069,POINT (126.94015881153977 37.48055737779558)
1802,110082221,000072,POINT (126.93109496457821 37.471439527273326)
1803,110082222,000073,POINT (126.94373958309949 37.48919024266301)
1804,110082224,000074,POINT (126.93845474411047 37.48784677493579)
1805,110082225,000076,POINT (126.91807306709862 37.46489088150127)
1806,110082226,000077,POINT (126.9336830870144 37.48951780294583)
1807,110082227,000081,POINT (126.92992944879906 37.467832197160554)
1808,110082229,000094,POINT (126.940870882517 37.490643101263466)
1809,110082230,000083,POINT (126.91790071192189 37.46324593380427)
1810,110082323,000046,POINT (126.92982876362927 37.49231424467888)
1811,110080728,5-34,POINT (126.9681954797235 37.60288208106232)
1812,110080730,2-12,POINT (126.96763173799053 37.583351082399496)
1813,110080735,5-40,POINT (126.9646777626843 37.59783455729478)
1814,110080737,1-26,POINT (126.96905138283022 37.57265140891881)
1815,110080740,000359,POINT (126.96757323516455 37.55587892463441)
1816,110080743,4-09,POINT (127.00562896602572 37.58484432941664)
1817,110080744,4-10,POINT (127.00050977519287 37.57881238128008)
1818,110080745,4-11,POINT (126.99298546051254 37.589666591658755)
1819,110080746,3-10,POINT (126.99553812146429 37.56915691747551)
1820,110080747,3-25,POINT (126.99040569380264 37.5712944018703)
1821,110080748,3-26,POINT (126.9889175900874 37.57323895381805)
1822,110080749,3-38,POINT (126.98836122098473 37.581331628061896)
1823,110080750,3-39,POINT (126.98165509865835 37.58189933357942)
1824,110080752,5-38,POINT (126.95577506177564 37.59923303229605)
1825,110081458,31,POINT (127.0299484406126 37.605588509539096)
1826,110081459,32,POINT (127.00901319349569 37.589227346842186)
1827,110081460,33,POINT (127.002997482294 37.610481734604335)
1828,110081461,34,POINT (127.02874049438091 37.60989422532482)
1829,110081463,36,POINT (127.00384358423929 37.61370022511003)
1830,110081464,37,POINT (127.00508980309175 37.618099394491075)
1831,110081465,38,POINT (127.03663402194663 37.596037640316815)
1832,110081466,51,POINT (127.00097330332437 37.594345801646845)
1833,110081467,52,POINT (127.03550525951214 37.60827445820652)
1834,110081468,53,POINT (126.99787370710823 37.61386426940004)
1835,110081471,56,POINT (127.00087756035492 37.59488870798763)
1836,110081472,57,POINT (127.00224182945765 37.60545444565854)
1837,110081473,58,POINT (127.02862583466077 37.604904012035625)
1838,110081474,59,POINT (127.00050107976602 37.59529146538259)
1839,110082399,000001,POINT (126.94197371869764 37.4730937816818)
